uid,id,A,A_u,E_B,J,J_u,N_nn,N_nn_u,P_spontaneous_norm,alphax,alphax_el,alphax_lat,alphay,alphay_el,alphay_lat,alphaz,alphaz_el,alphaz_lat,cbm,cbm_gw,cbm_hse,cbm_u,cod_id,dE_zx,dE_zx_u,dE_zy,dE_zy_u,dipz,efermi,efermi_gw,efermi_hse,efermi_u,ehull,emass_cbm,emass_vbm,evac,evacdiff,gap,gap_dir,gap_dir_gw,gap_dir_hse,gap_dir_nosoc,gap_dir_u,gap_gw,gap_hse,gap_u,halfmetal_gap,halfmetal_gap_dir,halfmetal_gap_dir_hse,halfmetal_gap_hse,has_inversion_symmetry,hform,icsd_id,is_ferroelectric,is_magnetic,is_magnetic_u,lam,lam_u,lgnum,magmom_u,minhessianeig,number,plasmafrequency_x,plasmafrequency_y,spin,spin_u,thickness,vbm,vbm_gw,vbm_hse,vbm_u,bravais_search,bravais_type,doi,dyn_stab,folder,international,label,layergroup,olduid,spin_axis,spin_axis_u,topology,formula,natoms,base_uid,magstate,stoich,folder_tree,magstate_tree,cbm_m_dos_file,cbm_min_emass,cbm_max_emass,cbm_warping,cbm_barrier,cbm_m_dos_check,cbm_m_cond,cbm_anisotropy,vbm_m_dos_file,vbm_min_emass,vbm_max_emass,vbm_warping,vbm_barrier,vbm_m_dos_check,vbm_m_cond,vbm_anisotropy,c_11,c_12,c_22,speed_of_sound_x,C_2D,has_defpot,cbm_rel,cbm_ratio,cbm_parabolic,vbm_rel,vbm_ratio,vbm_parabolic,parabolic,formula_reduced,formula_cell,natoms_cell,comp_key,E_mean,E_sd,eps_ch,t_ch_m,I_ON,I_OFF,on_off,SS,DIBL,tau,EDP,spr_gap_I_ON,spr_mass_I_ON,spr_eps_I_ON,spr_gap_on_off,spr_mass_on_off,spr_eps_on_off,floor_above_spec
2PdSeO3-1,4694,,,,,,,,,3.1347265814074463,1.9715712106436167,1.1631553707638294,2.749025495176449,2.1874985962480498,0.5615268989283988,0.3775176792693325,0.3378072477726234,0.039710431496709,-4.271269681789031,,-3.9369895897763114,,4333283.0,0.0,,0.0,,-1.047570897372773e-05,-4.831494242055161,,-5.268513230719812,,0.0,4.716496147012666,3.1929056719264297,1.5096929839086273,-7.033091509036691e-05,1.120449120532261,1.2427018522047382,,2.846544058229457,1.2746838388139907,,,2.663047281887001,,,,,,1.0,-0.6457799906271795,,,0.0,,,,15.0,,4.981266791441903e-16,11.0,,,,,3.918025473673911,-5.391718802321292,,-6.600036871663312,,Rectangular,Rectangular (op),,Yes,/home/niflheim2/cmr/C2DB-ASR/ICSD-COD/3el/Pd2O6Se2,P2_1/m,exfoliated02-21,p2_1/m11,Pd2Se2O6-2e7b44920343,z,,,O6Se2Pd2,10,2PdSeO3,1,ABC3,2PdSeO3,1,4.716496147012666,1.4750637972719147,15.08093137796982,0.0004834836955935,False,4.716496147012667,2.687284656624156,10.22391804738313,3.1929056719264297,1.8889423399357408,5.397013140256451,-0.0002892790022782,False,3.1929056719264293,2.798437804769854,2.8571613998763183,17.252029354339207,1.8976473361284052,16.295757612714606,2449.29275730808,16.773893483526905,False,1.883131867419588e-16,1.0000000000000002,True,1.3908622912186528e-16,1.0,True,True,PdSeO3,Pd2Se2O6,10,O3-Pd1-Se1,3.2555406,0.27845237,7.669738744115906,3.9180254736739106e-10,728.9549029494274,0.1,7289.549029494274,69.95702368630255,0.117682554734902,6.158231745157818e-13,1.7969089602870364e-22,0.1889851030450886,0.0814226587147546,0.0005154076012039,2.765634947734835,0.0814226587147546,0.0005154076012039,False
1CrMo3Se8-1,14177,,,,,,,,,8.52339589911275,8.044803319367618,0.4785925797451308,8.568963873552221,8.088406472918349,0.4805574006338726,0.5251845376571652,0.5236302256449649,0.0015543120122004,-4.27087090693882,,-3.8086902923876695,,,0.0,-0.1543102946470753,0.0,-0.4465680056000565,5.704655464259284e-06,-4.746616522232321,,-4.546933385366086,-4.920764087171343,0.0102400923310984,0.9218417829931022,0.6957107039144068,4.502904847740141,2.7431545461726174e-05,0.9514912305870032,0.9514912305870032,,1.4321898061184544,1.0403566718998962,0.0,,1.4321898061184544,0.0,,,,,0.0,-0.6420498651866625,,,0.0,1.0,,,27.0,0.1145387487110407,-8.179285924580519e-16,25.0,0.0,0.0,,,3.3795516868475843,-5.222362137525823,,-5.240880098506124,,Rectangular,Rectangular (op),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree/AB3C8/CrMo3Se8/CrMo3Se8-a7233837cfe9,Pmm2,original03-18,pm2m,CrMo3Se8-a7233837cfe9,z,z,,CrSe8Mo3,12,1CrMo3Se8,1,AB3C8,1CrMo3Se8,1,0.9218417829931022,0.6459630320724962,1.3155431977979353,0.0007903545605639,False,0.9218417829931024,0.8664691041313036,2.036561122665441,0.6957107039144068,0.6180082883945945,0.7599720645978645,-0.0067479571491192,False,0.6853240364016372,0.6816774039628165,1.229711767413428,105.21780498962832,26.23005419586029,105.38218967224526,4953.858201705943,105.2999973309368,False,1.2043531168878075e-16,1.0000000000000002,True,0.0149295784215036,0.9850704215784964,True,True,CrMo3Se8,Cr1Mo3Se8,12,Cr1-Mo3-Se8,1.8900721,0.27289423,30.99449516308245,3.3795516868475846e-10,1217.3968721407266,0.1,12173.968721407266,75.14216744429977,7.086209061236999,3.687436140884613e-13,1.075956104973118e-22,0.1121246400869857,0.0926485946198649,0.0241290181954672,1.4970634986012494,0.0926485946198649,0.0241290181954685,False
1Al2Mg2Te5-1,12860,,,,,,,,,19.000363471072813,8.69397249928258,10.306390971790233,18.987015427841044,8.695670490837614,10.29134493700343,1.2736054294544168,1.1776510685850183,0.0959543608693983,-3.680694559383092,,-3.370156849859674,,,0.0,,0.0,,1.225678150641945e-13,-3.92689067917857,,-3.974888410181842,,0.0355144624383803,0.1644337293091782,0.3384090098569015,3.556926998817251,1.411907356451554e-12,0.4923922395909555,0.4923922395909555,,1.2094631206443367,0.8007395215873085,,,1.2094631206443367,,,,,,1.0,-0.6059433689748212,,,0.0,,,,72.0,,-3.971671656636683e-15,164.0,,,,,13.985388091821056,-4.173086798974048,,-4.579619970504011,,Hexagonal,Hexagonal (hp),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree_LDP/A2B2C5/Al2Mg2Te5/Al2Mg2Te5-de06345a797b,P-3m1,Lyngby22_LDP,p-3m1,Al2Mg2Te5-1ed2fefd5639,z,,,Mg2Al2Te5,9,1Al2Mg2Te5,1,A2B2C5,1Al2Mg2Te5,1,0.1644337293091782,0.164327754366299,0.1645397725952813,2.445101247418072e-07,False,0.1644337293091782,0.1644336951375733,1.0012902155804415,0.3384090098569015,0.3352514404752643,0.3415963188405095,-2.5923143579756897e-07,False,0.3384090098569015,0.3383941407092714,1.018925730360026,108.03375837752432,36.2952090818339,108.1708901864173,3714.8149880488886,108.1023242819708,False,1.687949043802394e-16,0.9999999999999998,True,0.0,1.0,True,True,Mg2Al2Te5,Mg2Al2Te5,9,Al2-Mg2-Te5,1.5140135,0.27532515,8.812607602682156,1.3985388091821054e-09,2823.7661555522086,0.1,28237.661555522085,77.49646597443387,10.25024702762028,1.5897468050975093e-13,4.638718380342792e-23,0.0212167620683443,0.0950798613742018,0.0478273196325753,0.3983035963447783,0.0950798613742014,0.0478273196325762,False
1AuInCl2S2-1,11547,,,,,,,,,5.407605306436469,3.2123710010654354,2.195234305371033,4.446936398035287,2.011806910632528,2.435129487402759,0.3630625971065825,0.3288725226179416,0.0341900744886409,-5.163649236674891,,-4.914405922443554,,,0.0,,0.0,,-0.0003758990709104,-6.060230256355256,,-6.206605509635296,,0.0119859343374099,1.5838283780378977,7.432895765647141,3.004018544967262,-0.0026355636757887,1.7931620393607313,2.0243215191559614,,2.885507573584312,2.0119344163324224,,,2.584399174383482,,,,,,1.0,-0.6054360277590352,,,0.0,,,,14.0,,-3.816630654404984e-15,10.0,,,,,3.5154668615500526,-6.956811276035622,,-7.498805096827036,,Rectangular,Rectangular (op),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree_CDVAE/ABC2D2/AuInCl2S2/AuInCl2S2-6a5e35007f8e,P2/m,Lyngby22_CDVAE,p2/m11,AuInCl2S2-5aa3d8b92b5a,z,,,S2Cl2InAu,6,1AuInCl2S2,1,ABC2D2,1AuInCl2S2,1,1.5838283780378977,0.5079503266498608,4.931628935346088,0.007603224105976,False,1.582726296181671,0.9210353992362936,9.708880330626398,7.432895765647141,5.787739816617276,9.54567559127682,-0.0084857291843902,True,7.43289221609896,7.206207518215578,1.649292451583617,57.224098829125566,6.763844196325603,23.127386959111792,4461.550699504219,40.17574289411868,False,0.0006958341392972,0.9993041658607028,True,4.775458034968938e-07,0.9999995224541964,True,True,InAu(SCl)2,In1Au1S2Cl2,6,Au1-Cl2-In1-S2,3.37791,0.2621639,10.337160380001333,3.515466861550053e-10,1224.5440349233863,0.1,12245.440349233862,70.06432226212603,0.2618854938689619,3.665914084022678e-13,1.0696761891759532e-22,0.0501833086889367,0.0884524488309921,0.0012901608596598,0.8291830979228281,0.088452448830993,0.0012901608596598,False
2AlITe-1,6551,,,,,,,,,5.012554516141594,2.983527684908246,2.029026831233348,4.543525656722521,2.6793585579159243,1.864167098806596,0.5756912258724569,0.5441106402546908,0.0315805856177661,-3.7033450907365486,,-3.4210899278511318,,,0.0,,0.0,,-4.644570635510222e-13,-4.749622696192717,,-4.8898657551010745,,2.8354937912311584e-05,0.5626099099617808,0.5263440156636519,2.038686735713892,-3.258202217562269e-12,2.0925552109123378,2.0925552109123378,,2.9375516544998863,2.322248416097912,,,2.9375516544998863,,,,,,0.0,-0.5692524687260226,,,0.0,,,,32.0,,-2.2179011471766438e-13,31.0,,,,,6.394859197524216,-5.795900301648887,,-6.358641582351018,,Rectangular,Rectangular (op),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree_LDP/ABC/AlITe/Al2I2Te2-e29cf284c8f0,Pmn2_1,Lyngby22_LDP,pm2_1n,Al2I2Te2-2db20015e6fd,z,,,Al2Te2I2,6,2AlITe,1,ABC,2AlITe,1,0.5626099099617808,0.1457772088024222,2.171326460339962,7.834504618474071e-05,False,0.5626099099617807,0.2732116952750399,14.894828061105548,0.5263440156636519,0.2899109187542953,0.9555970641441528,-0.0001775907427106,True,0.5263440156636519,0.4448594896682035,3.296174798280152,42.93379229951107,7.434481668083231,16.717016192129112,3441.884358136307,29.82540424582009,False,1.973344238996032e-16,0.9999999999999998,True,0.0,1.0,True,True,AlTeI,Al2Te2I2,6,Al1-I1-Te1,3.852878,0.2643729,6.563994849318572,6.394859197524216e-10,2262.012768011145,0.1,22620.12768011145,70.20995707252536,0.4576100646625515,1.98454813678111e-13,5.790708236835819e-23,0.5961814180945906,0.0961126270584422,0.0029676735434818,3.6054517250765614,0.0961126270584422,0.0029676735434822,False
1CrSSe-1,7874,,-0.9614438948943872,0.5082413070070719,,-17.51273584357449,,6.0,,10.555850902727856,9.61764684563848,0.9382040570893736,10.55818532736517,9.61764684563849,0.9405384817266796,0.8902727966180233,0.8888984717846319,0.0013743248333914,-4.768055647529728,-4.49862115415884,-4.223614615950045,,,0.0,0.2766507204370327,0.0,0.2864666127209148,-0.0387166414930917,-5.159051336642625,-5.154640551405056,-4.853130551608861,-6.071116290856608,0.0104243095510743,0.9386224172382232,0.922201876761288,4.296424292052134,-0.8262591092708562,0.7819913782257938,0.7819913782257953,1.2944246506512027,1.2406753060584683,0.8303457934393914,0.0,1.2944246506512027,1.2406753060584683,0.0,,,,,0.0,-0.5688273661474845,,,0.0,1.0,,0.1784969307792039,69.0,2.438328329980298,-1.1905997879946988e-14,156.0,0.0,0.0,,1.0,3.0485211510996733,-5.5500470257555214,-5.793045804810042,-5.464289922008513,,Hexagonal,Hexagonal (hp),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree/ABC/CrSSe/CrSSe-09e1e5ef94cb,P3m1,janus10-19,p3m1,CrSSe-09e1e5ef94cb,z,y,,SCrSe,3,1CrSSe,1,ABC,1CrSSe,1,0.9386224172382232,0.9385613675221884,0.9386834709253012,0.0003346219454266,False,0.9386224172382232,0.9386224152527016,1.0001300963446162,0.922201876761288,0.8695685912166682,0.9885269499556838,-0.0017977343922142,False,0.9271418377210005,0.9252398148593808,1.1368015817735246,107.97484584837716,32.275992841243536,107.92360380551344,5815.383873470983,107.94922482694533,False,0.0,1.0,True,0.0053567023492308,1.005356702349231,True,True,CrSeS,Cr1Se1S1,3,Cr1-S1-Se1,1.643326,0.27086124,40.64509633030397,3.048521151099673e-10,1139.1152157719916,0.1,11391.152157719916,77.58556942335579,10.369996792450888,3.940842122005458e-13,1.1498973752776027e-22,0.1028922139341155,0.0941234326467421,0.0319926638982122,1.3494678414070775,0.0941234326467421,0.0319926638982126,False
2InS-1,9478,,,0.8492406675346293,,,,,,5.951903380973246,3.517907502336096,2.433995878637149,5.947950575801833,3.517907502336098,2.430043073465735,0.5594315548460745,0.5263345222941577,0.0330970325519168,-4.671895240354438,-4.381188159076529,-4.43081634674094,,,0.0,,0.0,,3.1422497713648293e-12,-5.509468767555103,-5.955465556844466,-5.373971288895392,,0.0,0.2558530156050385,5.126982072626697,4.035552291812047,4.2846115407093984e-11,1.6751470544013318,1.758293781154311,3.223614722147097,2.511314925771462,1.762625980088974,,3.148554795535873,2.4308252492074818,,,,,,0.0,-0.5556892652574903,,,0.0,,,,78.0,,-6.298810155395658e-14,187.0,0.0,0.0,,,5.174402970115818,-6.347042294755769,-7.529742954612402,-6.861641595948422,,Hexagonal,Hexagonal (hp),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree/AB/InS/In2S2-172ef584c4a6,P-6m2,original03-18,p-6m2,In2S2-172ef584c4a6,z,,,S2In2,4,2InS,1,AB,2InS,1,0.2558530156050385,0.2556812234756102,0.2560249231615418,6.120308982998535e-05,False,0.2558530156050385,0.2558529578915141,1.0013442507872086,5.126982072626697,2.181205403405948,12.05110950669299,-0.000183872588429,False,5.126982072626697,3.693839735710683,5.524976917751627,58.82969991962947,18.84006052224907,59.06305818750722,4000.6066582601375,58.94637905356834,False,0.0,1.0,True,0.0,1.0,True,True,InS,In2S2,4,In1-S1,3.1970177,0.26151302,9.543464766216404,5.174402970115818e-10,2510.1753019300672,0.1,25101.75301930067,70.47918818852187,0.8194407593859625,1.7883504871870757e-13,5.218223586806232e-23,0.2191904079928144,0.0952465863133662,0.0053326058418132,2.6667755680375014,0.0952465863133662,0.0053326058418132,False
1GaLiP2S6-1,70,,,,,,,,,5.538002612359817,2.3069137230221832,3.231088889337634,5.681942592375169,2.164211273442734,3.517731318932435,0.3578715877981699,0.3426673594799549,0.015204228318215,-4.4414524441257965,,-4.133284489940065,,,0.0,,0.0,,4.3044892620387014e-13,-5.464178677075648,,-5.631696444865554,,0.0,1.7140601667490287,1.8950157285918996,1.6828537744353145,2.1497371768937158e-12,2.045452465899701,2.1947596791720074,,3.170309745279676,2.214947293674913,,,2.9968239098509786,,,,,,0.0,-0.5299297013424329,,,0.0,,,,10.0,,-2.546538348132334e-15,5.0,,,,,3.014026192686444,-6.4869049100254985,,-7.130108399791044,,Centered,Centered rectangular (oc),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree_LDP/ABC2D6/GaLiP2S6/GaLiP2S6-41e9dfcd6e69,C2,Lyngby22_LDP,c211,GaLiP2S6-2fa393bffd86,z,,,LiP2S6Ga,10,1GaLiP2S6,1,ABC2D6,1GaLiP2S6,1,1.7140601667490287,0.4140537674737699,7.095702263889749,9.626693894897296e-05,False,1.714060166749029,0.7824494545403404,17.137151793551205,1.8950157285918996,1.2430763100561768,2.956950881001,-0.0019778542828826,True,1.9172155826020407,1.7503294254849242,2.3787364114978344,45.10972904139759,12.41103368544812,42.54809606447806,5453.368761718318,43.82891255293782,False,1.2954306344226652e-16,1.0000000000000002,True,0.0117148653043832,1.0117148653043833,True,True,LiGa(PS3)2,Li1Ga1P2S6,10,Ga1-Li1-P2-S6,3.90576,0.26193747,10.320724203565112,3.0140261926864444e-10,1317.2994657969775,0.1,13172.994657969775,69.97131454244587,0.1368886200791325,3.407784896819701e-13,9.943567357043703e-23,0.0193509852263047,0.0824078733003839,0.0007004938948997,0.5633732953708885,0.0824078733003839,0.0007004938948993,False
1AgGaCl2Br4-1,12607,,,,,,,,,8.989905282144349,2.524725639593418,6.465179642550931,6.295950299230986,4.4977848611812,1.798165438049787,0.3710796829997408,0.346779636358725,0.0243000466410158,-6.617725513053565,,-6.809010407611753,,,0.0,,0.0,,0.0137162396540501,-6.8396220701636095,,-7.381454716845188,,0.0783211006259624,1.8275597106489532,3.69434186500724,2.5939924647900705,0.0648177554758136,0.4437931142200879,0.4658487926592451,,1.1755041343213524,0.5415305304498412,,,1.1448886184668714,,,,,,0.0,-0.5248184186189515,,,0.0,,,,1.0,,-2.8928796025868653e-15,1.0,,,,,3.305800518872772,-7.061518627273653,,-7.953899026078624,,Oblique,Oblique (mp),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree_CDVAE/ABC2D4/AgGaCl2Br4/AgGaCl2Br4-a013c1206eca,P1,Lyngby22_CDVAE,p1,AgGaCl2Br4-0e3f0b910494,z,,,Cl2GaBr4Ag,8,1AgGaCl2Br4,1,ABC2D4,1AgGaCl2Br4,1,1.8275597106489532,0.9387204320906986,3.558007668532967,0.0003087403612321,False,1.8275597106489527,1.48551320927056,3.7902740229150513,3.69434186500724,1.741453968605175,7.837222264609569,-0.000228761492847,False,3.69434186500724,2.8496968648380028,4.500390137148916,14.724563561217746,5.848464971036965,17.058920871636843,2444.741201820736,15.891742216427296,False,1.2149786605121912e-16,1.0,True,0.0,1.0,True,True,GaAg(Br2Cl)2,Ga1Ag1Br4Cl2,8,Ag1-Br4-Cl2-Ga1,1.438865,0.26823595,14.347367618245448,3.3058005188727717e-10,974.2948190463734,0.1,9742.948190463734,70.39940545804538,0.7122174888201254,4.60751010512962e-13,1.3444242657854548e-22,0.1958569038301574,0.0745034025993089,0.0036207396690493,2.871225457832553,0.0745034025993094,0.0036207396690493,False
2InI3-1,12361,,,,,,,,,6.004446258693498,2.2359914273254016,3.768454831368097,6.023481264087547,2.235991427325404,3.787489836762144,0.4508791838947313,0.4096218850277549,0.0412572988669763,-4.506256010022041,,-4.320707616780355,,,0.0,,0.0,,-7.166317752084273e-15,-5.304848781908556,,-5.618570055262625,,0.0044441006171411,2.1617610836075207,0.7509256997732523,3.0609790290508885,-2.6816470548112937e-14,1.597185543773032,1.6314064489691418,,2.459443440582228,1.9446478901048625,,,2.3956467296920856,,,,,,1.0,-0.5131479339200318,,,0.0,,,,71.0,,-9.628912399932554e-16,162.0,0.0,0.0,,,3.438623932005278,-6.103441553795072,,-6.716354346472441,,Hexagonal,Hexagonal (hp),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree/AB3/InI3/In2I6-68457dfb5c70,P-31m,original03-18,p-31m,In2I6-68457dfb5c70,z,,,In2I6,8,2InI3,1,AB3,2InI3,1,2.1617610836075207,1.231761477313709,3.928211957998805,0.0019993793601666,False,2.199686378688104,1.8754438274711525,3.1891011615054383,0.7509256997732523,0.7493920279458092,0.7524625103440857,-1.876338610521528e-05,False,0.7509256997732524,0.7509241304048372,1.0040972979212135,16.376095824371554,5.652773771832753,16.18305489843424,2193.60334613423,16.279575361402898,False,0.0175437033112346,1.017543703311235,True,1.4784725372435606e-16,1.0000000000000002,True,True,InI3,In2I6,8,I3-In1,3.1319401,0.26195377,9.171378296060157,3.4386239320052783e-10,874.2290946581832,0.1,8742.29094658183,69.97754053209647,0.1452559818986447,5.134893418168373e-13,1.4983093158975001e-22,0.210883018715017,0.1004398157150818,0.0007780400603385,2.8816186034723925,0.1004398157150818,0.0007780400603385,False
2AsMgSe3-1,4847,,,,,,,,,6.91754952831716,4.437497574254087,2.480051954063074,6.906946389218929,4.437497574253961,2.469448814964967,0.438595083442436,0.4251565178388767,0.0134385656035592,-4.737720619506278,,-4.500899523151343,,,0.0,,0.0,,-2.5273386611990958e-12,-5.393622539690834,,-5.568532895445792,,0.0519033162900544,0.4048703928841303,0.5862765919850237,1.9784805146329212,-1.2261258236911514e-11,1.3118038403691124,1.3118038403691124,,2.136520395447117,1.3202403090955075,,,2.1352667445888964,,,,,,1.0,-0.5118332301528895,,,0.0,,,,71.0,,-5.53048271903587e-16,162.0,,,,,3.554559820214255,-6.04952445987539,,-6.63616626774024,,Hexagonal,Hexagonal (hp),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree_LDP/ABC3/AsMgSe3/As2Mg2Se6-7dde1103e762,P-31m,Lyngby22_LDP,p-31m,As2Mg2Se6-51b3844abf0f,z,,,Mg2As2Se6,10,2AsMgSe3,1,ABC3,2AsMgSe3,1,0.4048703928841303,0.4048412566896972,0.4048995311754787,1.4060251927046704e-05,False,0.4048703928841303,0.4048703918356727,1.0001439440393451,0.5862765919850237,0.586048963273924,0.5865043091099478,-9.392529076752588e-05,False,0.5862765919850237,0.5862765477781149,1.0007769757555411,52.55040350648149,13.464253561713813,52.49221492691323,4190.18964284402,52.52130921669736,False,1.3710844805375662e-16,1.0,True,0.0,1.0,True,True,MgAsSe3,Mg2As2Se6,10,As1-Mg1-Se3,2.7492478,0.2658683,16.68780438052515,3.5545598202142553e-10,1929.7386801185223,0.1,19297.386801185225,70.98372785019939,1.4975122208683391,2.3262596487188026e-13,6.787787435936884e-23,0.7191136395385,0.085228822093565,0.007858463687675,3.260488795679424,0.0852288220935655,0.0078584636876746,False
1AlLiP2Se6-1,122,,,,,,,,,5.452693248584351,2.982225427213006,2.470467821371345,5.354024882855626,2.7530701817346297,2.600954701120996,0.3893444646811119,0.3794749844367104,0.0098694802444014,-3.874419295242136,,-3.5635880928025827,,,0.0,,0.0,,3.9715757542548094e-13,-4.89241231585871,,-5.023321358250909,,0.0,0.9784673210116634,1.3551007220122373,1.7546518959154511,1.8326247594238084e-12,2.035986041233147,2.1063612969488545,,3.018746491769205,2.176261093201526,,,2.919466530896653,,,,,,0.0,-0.4942500001135251,,,0.0,,,,10.0,,-3.897454756697538e-15,5.0,,,,,3.2118436763528706,-5.910405336475283,,-6.483054623699236,,Centered,Centered rectangular (oc),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree_LDP/ABC2D6/AlLiP2Se6/AlLiP2Se6-03cb854bbe03,C2,Lyngby22_LDP,c211,AlLiP2Se6-8321b6ade75c,z,,,LiAlP2Se6,10,1AlLiP2Se6,1,ABC2D6,1AlLiP2Se6,1,0.9784673210116634,0.3469118908941687,2.759773658435398,0.0002858592696224,True,0.9784673210116634,0.6163470895819189,7.955258181903349,1.3551007220122373,0.7999147384376498,2.2956171183751963,-0.0009390083492449,False,1.3551007220122373,1.1864183938256965,2.869827255413335,41.62036964758462,10.283006351549991,39.08397811669027,4153.676544033406,40.35217388213744,False,0.0,1.0,True,0.0,1.0,True,True,LiAl(PSe3)2,Li1Al1P2Se6,10,Al1-Li1-P2-Se6,3.832069,0.27413034,12.219700811650675,3.211843676352871e-10,1504.283520770667,0.1,15042.835207706672,70.13328253663485,0.3545640237687816,2.984193579300649e-13,8.70757127010159e-23,0.004466159374012,0.0847903996958074,0.0019197399108135,0.4840044258462987,0.084790399695807,0.0019197399108143,False
1CrSe2-1,3974,,-0.1549516009167935,0.4794701330539083,,-6.654506133192702,,6.0,,11.428708645893495,10.308959783810236,1.11974886208326,11.434923441495066,10.308959783810222,1.1259636576848435,0.8832412761188707,0.8814068465535241,0.0018344295653466,-4.541109331020951,-4.33486511107559,-4.001577138311476,,,0.0,-1.1169970294702125,0.0,-1.101501445134545,-1.2587294417871956e-14,-4.883730756499121,-4.917394232622515,-4.577530676129626,-5.741388549169885,0.0,0.9167889980150804,0.9495630419983168,4.362739493733104,-2.5521629005749773e-13,0.6852428509563413,0.6852428509563415,1.1650582430938508,1.1284344191608056,0.7410669839142621,0.0,1.1650582430938503,1.1284344191608056,0.0,,,,,0.0,-0.4858993582266369,,,0.0,1.0,,0.1982732493372749,78.0,2.6115916170162814,-1.655102871652241e-14,187.0,0.0,0.0,,1.5,3.1475288854098444,-5.226352181977292,-5.49992335416944,-5.130011557472282,,Hexagonal,Hexagonal (hp),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree/AB2/CrSe2/CrSe2-9a6ff6a3c41a,P-6m2,original03-18,p-6m2,CrSe2-9a6ff6a3c41a,z,z,Trivial,CrSe2,3,1CrSe2,1,AB2,1CrSe2,1,0.9167889980150804,0.9161218284937042,0.917456653405428,0.0007454609499732,False,0.9167889980150804,0.9167887550806592,1.001457038649454,0.9495630419983168,0.9486303379348806,0.9504966631069236,-0.0013590277901025,False,0.9495630419983168,0.949562583475953,1.0019673892952927,98.69759661002028,31.253114598964316,98.66763301633816,5026.618691328049,98.6826148131792,False,1.2109907808981954e-16,1.0000000000000002,True,0.0,1.0,True,True,CrSe2,Cr1Se2,3,Cr1-Se2,1.4948181,0.26903248,42.15806844295726,3.1475288854098443e-10,1135.720713064409,0.1,11357.207130644088,78.80153846390193,12.00418725767432,3.952620721356005e-13,1.1533342499501531e-22,1.385575955143588,0.0895950256274868,0.0406724083183878,0.3205121355909735,0.0895950256274877,0.0406724083183878,False
1TeCd2I2-1,2516,,,,,,,,,4.518000198400424,2.0225335043823587,2.495466694018065,4.355877831154255,2.056285053344161,2.2995927778100937,0.4123658328360696,0.3665078102169393,0.0458580226191302,-3.77763050269843,,-3.5145851386687843,,,0.0,,0.0,,-0.053044023030331,-4.730747754090728,,-4.843925811358856,,0.0843807402808836,0.3265953586207424,0.5406638464004498,2.487295858921436,-0.2814418393187206,1.906234502784596,1.906234502784596,,2.6586813453801432,2.070582331638916,,,2.6586813453801432,,,,,,0.0,-0.479623268092164,,,0.0,,,,1.0,,-2.220817862713188e-16,1.0,,,,,3.806090311760304,-5.6838650054830255,,-6.173266484048927,,Oblique,Oblique (mp),,Yes,/home/niflheim2/cmr/C2DB-ASR/tree_CDVAE/AB2C2/TeCd2I2/TeCd2I2-4ea4cb2f906f,P1,Lyngby22_CDVAE,p1,TeCd2I2-0f5cc7642160,z,,,Cd2TeI2,5,1TeCd2I2,1,AB2C2,1TeCd2I2,1,0.3265953586207424,0.218691546072117,0.4877396048836611,0.0001966170406451,True,0.3265953586207424,0.3019813838285521,2.2302627314309675,0.5406638464004498,0.2772435863077556,1.054370269471413,-6.901079915452171e-05,True,0.5406638464004498,0.4390422847222255,3.8030465682297305,18.461908673476696,4.530002370993413,19.711896675121007,2500.905509348601,19.08690267429885,False,0.0,1.0,True,0.0,1.0,True,True,Cd2TeI2,Cd2Te1I2,5,Cd2-I2-Te1,3.502411,0.26471746,7.733411646426711,3.8060903117603035e-10,2287.044544095173,0.1,22870.445440951724,69.94933627484069,0.1073511284449841,1.9628271936030965e-13,5.727328748960671e-23,0.0808071773202834,0.1037930623869773,0.0010066972992066,1.2031929452229306,0.1037930623869778,0.0010066972992071,False
