uid,comp_key,fom_ref,rank_mean,rank_entropy
1SSeZr-1,S1-Se1-Zr1,1749.2221658242142,315.567,0.8352319973315029
1AgGaP2S6-1,Ag1-Ga1-P2-S6,1750.4365243329303,317.701,0.8374250151090826
1WMo3Se8-1,Mo3-Se8-W1,1751.272904324758,317.919,0.8404490792570527
1CF2Sc2-1,C1-F2-Sc2,1743.3273868011863,318.4435,0.8355607178974443
2IIrSe-2,I1-Ir1-Se1,1741.0452109098278,319.803,0.8378771761347662
2CuSbS2-1,Cu1-S2-Sb1,1739.8333948834381,322.697,0.8379518787981226
1AsClSe-1,As1-Cl1-Se1,1732.0989081568075,322.7785,0.8198256517529282
2MoHg2O4-1,Hg2-Mo1-O4,1730.2941277008524,322.9485,0.8346041688608478
1MoW3Te8-1,Mo1-Te8-W3,1734.8723127512055,324.8445,0.8460397400517554
1MoW3Se8-1,Mo1-Se8-W3,1721.5821510561932,327.87,0.841333405576276
1BrHfZr3Cl7-1,Br1-Cl7-Hf1-Zr3,1694.2942458330774,328.5225,0.8412981225588543
2FRhTe-1,F1-Rh1-Te1,1712.5836379440998,331.016,0.8436324498889275
1WMo3Te8-1,Mo3-Te8-W1,1722.769084193921,331.4175,0.8491653748172675
2AlFO-1,Al1-F1-O1,1698.0864301304164,333.175,0.8404532150260035
2CaFI-1,Ca1-F1-I1,1698.2241820525535,334.196,0.8301781746990059
1OScHf3N3Br4-1,Br4-Hf3-N3-O1-Sc1,1701.1556730982838,334.539,0.8413248130454638
2ClIrSe-2,Cl1-Ir1-Se1,1696.6127933679095,336.064,0.8343871016969606
1MoSSe-1,Mo1-S1-Se1,1692.340123009675,337.5265,0.8377945341694508
2PtTeS3-1,Pt1-S3-Te1,1703.927123271395,337.6745,0.8372781371572801
1WTe2-1,Te2-W1,1690.0313659211013,337.679,0.8489163063517029
1ZnH2O2-1,H2-O2-Zn1,1682.1495675537524,338.2105,0.8367257647046864
1PbCl2-1,Cl2-Pb1,1683.7536089487164,340.1275,0.8392679594801625
4GaISe-1,Ga1-I1-Se1,1682.929565099311,340.2975,0.8349253407328995
1ZrS2-1,S2-Zr1,1686.4909512464778,340.513,0.8332018011414927
1AsBrSe-1,As1-Br1-Se1,1688.6295502371206,340.9695,0.8189976001068994
1BiBrSe-1,Bi1-Br1-Se1,1675.5372608765097,342.7295,0.8267137032724682
1SeTeW-1,Se1-Te1-W1,1684.5840675946222,343.5195,0.8425613079912957
2AsFPbO3-1,As1-F1-O3-Pb1,1658.0519386712197,346.63,0.8364012737895152
2ZrI2-1,I2-Zr1,1391.6764300798436,347.391,0.9195738973246085
1BrClIn2S2-1,Br1-Cl1-In2-S2,1664.599495462053,347.4055,0.8388431909501645
2ZrCl2-1,Cl2-Zr1,1654.658486734915,347.86,0.8482789547030372
4PSSi-1,P1-S1-Si1,1653.9690529087586,350.0165,0.8310615640215421
1ZnBr2-2,Br2-Zn1,1656.4960424806025,350.081,0.8354780443817716
1MgH2S2-1,H2-Mg1-S2,1653.273455233917,350.8435,0.8394435767632864
1SAs2Te2-1,As2-S1-Te2,1686.9486193210785,350.9345,0.9376386687623391
1MoSe2-1,Mo1-Se2,1665.2425263592406,351.1315,0.8394444425478069
2ClRhS-1,Cl1-Rh1-S1,1650.4153120706715,351.335,0.8342925788257948
1BrSbSe-1,Br1-Sb1-Se1,1645.9982491593703,354.69,0.8187675554843864
1ZnF2-1,F2-Zn1,1642.16397808427,354.965,0.8369978092454116
1BaCl2-1,Ba1-Cl2,1639.404977715182,356.789,0.836423767491322
1CdF2-1,Cd1-F2,1636.7609208939193,357.3715,0.8395424181059675
2CuSe-4,Cu1-Se1,1588.6572980645494,357.4915,0.8633008052746614
2FNZr-1,F1-N1-Zr1,1631.3360469534543,359.191,0.8395902212604696
1AsISe-1,As1-I1-Se1,1643.1982031777727,359.214,0.828051305817247
2MoWSe4-1,Mo1-Se4-W1,1644.8451733736138,359.6285,0.8389506606860911
2SrBi2O4-1,Bi2-O4-Sr1,1634.9828379208943,360.233,0.8420624164515766
1SrBr2Ca2S2-1,Br2-Ca2-S2-Sr1,1629.0065600919972,362.5915,0.8412855272839056
2PdTe2-1,Pd1-Te2,1617.6246372686803,365.571,0.8288762273592456
2IIrS-2,I1-Ir1-S1,1619.6290208279797,366.1495,0.8361570064638442
1MoTe2-1,Mo1-Te2,1625.0348706334153,368.0755,0.844838395297124
2CoHO2-1,Co1-H1-O2,1623.9451070415864,368.261,0.838142462692967
2GeHfSe4-1,Ge1-Hf1-Se4,1614.0370014562764,369.305,0.8377955427748653
2IScTe-1,I1-Sc1-Te1,1609.3659825102795,370.4865,0.8315719244549941
1GeSe-1,Ge1-Se1,1604.018793632945,370.715,0.8370151567500503
2ClNZr-1,Cl1-N1-Zr1,1602.019700475593,371.077,0.8332007958222319
1CdCl2S2Sn2-1,Cd1-Cl2-S2-Sn2,1599.0068795505495,372.899,0.837998248262788
4CoS2-1,Co1-S2,1286.5984663966517,375.9875,0.8309221154495494
2AgPO3-1,Ag1-O3-P1,1587.4079155770096,376.7205,0.8391440404932163
2ZrS3-1,S3-Zr1,1595.7430691402615,377.4025,0.8340972366458024
2MoWTe4-1,Mo1-Te4-W1,1593.7858444922845,380.038,0.849010710476045
1HfI2-1,Hf1-I2,1508.300617452743,380.5905,0.8759704735089889
2BrNZr-1,Br1-N1-Zr1,1588.7443942377597,380.7435,0.8362899680421482
2OsS2-1,Os1-S2,1573.15457066328,381.225,0.8408469518876099
1CO2Zr2-1,C1-O2-Zr2,1578.295882813201,381.4375,0.8296784372240557
2Al2S3-1,Al2-S3,1576.3956296122292,382.1115,0.837925642264211
1HgF2-1,F2-Hg1,1569.9669375923406,383.8695,0.8354350602762504
4OPb-1,O1-Pb1,1578.7507916937313,384.0275,0.8343480625272185
2CaF2O2H4-1,Ca1-F2-H4-O2,1570.5003581589456,384.281,0.8360067510294326
2BrCaH-1,Br1-Ca1-H1,1574.8867698925658,384.6135,0.8369684801443613
2FRhSe-1,F1-Rh1-Se1,1564.1911529774216,385.9545,0.8386963860668482
1CdBr2O2Pb2-1,Br2-Cd1-O2-Pb2,1573.3040232083044,386.17,0.8312775630178912
2AgSe-1,Ag1-Se1,1554.4010710733185,386.3925,0.8425105080954032
1AgGaP2Se6-1,Ag1-Ga1-P2-Se6,1568.2150060410477,387.2515,0.8339419152027839
1BiISe-1,Bi1-I1-Se1,1547.4501707274324,387.5445,0.8437819047931026
2ZnAs2O4-1,As2-O4-Zn1,1552.0732470837345,391.7595,0.8384918833801079
1SeAs2Te2-1,As2-Se1-Te2,1404.6469474797047,393.479,0.9587857961352888
2ClIZr-1,Cl1-I1-Zr1,1441.9253543196974,394.0065,0.8853787325723009
2AlS-1,Al1-S1,1548.7229208534268,394.3935,0.8345057050884
2GeZrSe4-1,Ge1-Se4-Zr1,1546.5857467627068,395.9415,0.8355273935953953
2BrCaF-1,Br1-Ca1-F1,1540.8043547551335,397.3345,0.8371791285842787
1OZrBr2-1,Br2-O1-Zr1,1543.517940247248,397.6045,0.8353000426127336
2BrIZr-1,Br1-I1-Zr1,1419.1921920441953,401.089,0.8907005997246885
2FIrSe-1,F1-Ir1-Se1,1534.4430746661224,401.6585,0.8378178696328593
2PtSe2-1,Pt1-Se2,1517.6166041349857,408.313,0.8362299499209486
1CaI2-1,Ca1-I2,1516.942276866498,410.024,0.8347246472914661
1SrI2-1,I2-Sr1,1509.979821200632,411.2065,0.8318296045285593
1HgI2O2Pb2-1,Hg1-I2-O2-Pb2,1508.2433139218151,411.504,0.8348674696336049
1CdIn2F8-1,Cd1-F8-In2,1506.462379854393,411.71,0.84151307517388
2PdTeS3-1,Pd1-S3-Te1,1514.7554926919947,413.288,0.8428168111740784
1AlLiP2Se6-1,Al1-Li1-P2-Se6,1504.2835207706673,413.442,0.8349209886067513
2InBr3-1,Br3-In1,1495.7098979238956,414.0885,0.8327605593362439
1ISbSe-1,I1-Sb1-Se1,1499.2876910269429,415.573,0.8242560015160503
2ClHfN-1,Cl1-Hf1-N1,1495.4600079114014,416.2375,0.8319238574193462
1GeLi2H6O6-1,Ge1-H6-Li2-O6,1499.5687775196714,417.3045,0.8341875531364575
1ZrMo2O8-1,Mo2-O8-Zr1,1486.535695244575,419.614,0.8325366327047811
2CaClH-1,Ca1-Cl1-H1,1488.479212377442,421.179,0.837755835896782
4AlClTe-1,Al1-Cl1-Te1,1484.7011882143727,423.2425,0.8318158410299266
2GaSbO3-1,Ga1-O3-Sb1,1474.7904123047003,423.3945,0.8336962209787953
2FRhS-1,F1-Rh1-S1,1478.8132234207624,423.395,0.8356048381871012
2BiI3-1,Bi1-I3,1474.8495901524789,423.97,0.8385851176458614
1BrSbTe-2,Br1-Sb1-Te1,1478.9069658212404,425.0035,0.8363620705847911
2BrClZr-1,Br1-Cl1-Zr1,1455.3350899098393,425.1615,0.8439157409101572
2NiTeS3-1,Ni1-S3-Te1,1483.6631745435661,425.3815,0.8527935155164912
2AlPSeS2-1,Al1-P1-S2-Se1,1466.9226313303943,426.198,0.8318430991828406
2GeZrS4-1,Ge1-S4-Zr1,1474.2679291118718,426.6905,0.8254938285237193
2OTaBr2-1,Br2-O1-Ta1,1473.6324190044822,427.019,0.8346502118408892
1AsIS-1,As1-I1-S1,1476.687663635661,427.8855,0.8225318976886493
2CaClF-1,Ca1-Cl1-F1,1464.5857695123582,429.149,0.8362258104083343
2AlSSi-1,Al1-S1-Si1,1474.5823672156096,429.8995,0.8328556738487832
2IrNiS4-1,Ir1-Ni1-S4,1469.5913588389756,430.61,0.842141549814539
2AsI3-1,As1-I3,1469.44973207816,430.6855,0.8349795393387484
4TeO2-1,O2-Te1,1456.2923190807653,431.977,0.8290689520820405
2SbI3-1,I3-Sb1,1461.5903974349326,432.613,0.8347500287586731
2CrWTe4-1,Cr1-Te4-W1,1177.2783277576632,433.494,0.9222692348005845
2HNaO-1,H1-Na1-O1,1456.3324864940475,433.519,0.832997078435317
1WCr3Te8-1,Cr3-Te8-W1,1317.3271951312715,433.631,0.9305361657991466
4AlBrS-1,Al1-Br1-S1,1454.0707607488016,434.058,0.8296249167202281
4PPdS-1,P1-Pd1-S1,1455.4592596791758,435.018,0.8320500984567063
2HLiS-1,H1-Li1-S1,1454.0627815151545,435.841,0.8325658037618434
1BiClS-1,Bi1-Cl1-S1,1451.0151240834484,436.0375,0.8177095292411758
1BrHfI-1,Br1-Hf1-I1,1435.81883502378,436.3275,0.8461577105122374
2ClCs-1,Cl1-Cs1,1453.3157177023202,436.477,0.8315399618845176
1BaH2O2-1,Ba1-H2-O2,1441.4339509802146,436.649,0.8338956489954418
2ZrBr2-1,Br2-Zr1,1419.885473681198,437.204,0.8504533074660906
4AlBrTe-1,Al1-Br1-Te1,1446.586331009946,437.6255,0.8314384812083313
1BrSSb-1,Br1-S1-Sb1,1451.3241561436291,438.23,0.8140326811544035
1CH2Sc2-1,C1-H2-Sc2,1445.50292246737,438.391,0.8332676882276713
2FHfN-1,F1-Hf1-N1,1444.8522774741157,438.6065,0.8286884446948074
1PbAs2Te4-1,As2-Pb1-Te4,782.580268465844,438.875,0.903785067513568
2NbPS3-2,Nb1-P1-S3,1270.265618297027,439.887,0.920341378959737
1IHf2Br3-1,Br3-Hf2-I1,1425.1200236265968,441.3885,0.8410511382963859
1RuBr2-1,Br2-Ru1,1436.318455020377,441.5765,0.8267424152269383
2BrGaS-2,Br1-Ga1-S1,1437.8890496641511,444.3035,0.827851872184237
1HfBr2-1,Br2-Hf1,1421.1931818747148,447.5365,0.8346269754280178
2AgS-1,Ag1-S1,1420.5479898048338,448.128,0.8239375704204419
1SHg2I2-1,Hg2-I2-S1,1426.7838674322065,448.542,0.8257573413279732
1HfNa2H6O6-1,H6-Hf1-Na2-O6,1422.871289444511,449.371,0.8336704696171726
2HfPSe3-2,Hf1-P1-Se3,1374.7806512591542,449.384,0.8598705629417216
2PdI2-1,I2-Pd1,1417.279924403821,450.881,0.836333396347848
1CrW3Se8-1,Cr1-Se8-W3,1419.7483699289776,452.3985,0.8345231542829886
1MgH2O2-1,H2-Mg1-O2,1418.970709242814,453.2775,0.830711144130552
1CdHIS-1,Cd1-H1-I1-S1,1411.3092994521662,455.3965,0.8122834439878708
1ClIGe2O3-1,Cl1-Ge2-I1-O3,1404.0442168040568,456.781,0.8278012364602186
2BiBrCdO2-1,Bi1-Br1-Cd1-O2,1396.447255405022,459.2535,0.8321375196239422
1GeHfBr2S2-1,Br2-Ge1-Hf1-S2,1403.564184965114,459.516,0.8320641143527205
1BrClHf-1,Br1-Cl1-Hf1,1388.0239200151264,461.303,0.8293835201662986
2PdS2-1,Pd1-S2,1395.189621237613,461.386,0.8248905011260764
2BrNbO2-1,Br1-Nb1-O2,1396.7919001431942,461.495,0.8270118553576014
1CrTe2-2,Cr1-Te2,1115.7258712148223,462.687,0.9242170147774511
1InNaAs2Se6-1,As2-In1-Na1-Se6,1391.5239487082467,462.8935,0.8342678104646164
2AsBiO4-1,As1-Bi1-O4,1385.7552514306503,464.248,0.8262187783703382
2IRhS-2,I1-Rh1-S1,1387.2767873239557,464.9485,0.8248524762263136
2AgIBr2-1,Ag1-Br2-I1,1377.319654275982,466.0585,0.8243846284925103
4ClGaTe-1,Cl1-Ga1-Te1,1388.1514861242013,466.1575,0.8258378666294525
1BrCdI-1,Br1-Cd1-I1,1384.0921590159119,467.116,0.8219625525254883
2BNaH4O4-1,B1-H4-Na1-O4,1373.537341080335,468.1215,0.8295924101958199
2GeO-1,Ge1-O1,1373.8124531536366,468.142,0.8236861841079911
2FOY-1,F1-O1-Y1,1379.0470346541183,468.48,0.8299117163436157
1HfCl2-1,Cl2-Hf1,1373.4640978057803,469.5905,0.8312957316602904
2HKO-1,H1-K1-O1,1369.1164362778309,469.625,0.8243116396062377
2HfZrSe4-1,Hf1-Se4-Zr1,1380.005998999815,470.3405,0.8238262561806514
1ZnI2-1,I2-Zn1,1367.0107311887157,473.0155,0.8258463951878431
1AgAlP2Te6-1,Ag1-Al1-P2-Te6,1309.6631520700398,474.035,0.8673397842730791
1AlNaAs2S6-1,Al1-As2-Na1-S6,1360.997643956868,474.5765,0.8264628697863774
1CdCl2O2Sn2-1,Cd1-Cl2-O2-Sn2,1356.078260691235,476.126,0.8216481851388157
1HgBr2Pb2S2-1,Br2-Hg1-Pb2-S2,1358.4819274892343,476.2795,0.825149988077641
1BaI2-1,Ba1-I2,1352.5082093899916,480.3155,0.8247788506730412
2TlF3-1,F3-Tl1,1346.8085218473484,481.0605,0.8258701781778512
1ZrHf3Se8-1,Hf3-Se8-Zr1,1350.2230488889086,481.114,0.8255727712522317
2InCl3-1,Cl3-In1,1342.1860452095755,482.0755,0.822734108690832
2AuS-1,Au1-S1,1348.4293382503063,482.4495,0.823954775945849
1ZrH2P2O6-1,H2-O6-P2-Zr1,1342.5997455770062,483.1575,0.8247338823082634
1ZrI2-1,I2-Zr1,1297.6076582279024,483.6865,0.8569811280785951
1GeBi2Se2I4-1,Bi2-Ge1-I4-Se2,1340.1873377904528,485.1395,0.8170588597690759
1AlLiP2S6-1,Al1-Li1-P2-S6,1342.7261446328398,485.193,0.8147170741278417
1S3Pt4Se5-1,Pt4-S3-Se5,1344.7038488348112,485.508,0.8229688757961966
2AlSeSi-1,Al1-Se1-Si1,1339.2611314421017,485.5115,0.8289567086442902
1CdBr2O2Sn2-1,Br2-Cd1-O2-Sn2,1332.6638500077725,486.1395,0.8227530466860146
2HfO3-1,Hf1-O3,1333.6074939644172,486.5595,0.8229228628254971
1ClHfI-1,Cl1-Hf1-I1,1335.749921446852,487.4875,0.8266579798296869
2BrOY-1,Br1-O1-Y1,1321.3278636516588,492.1785,0.8199409758776995
2TlBr3-1,Br3-Tl1,1318.6060756176914,494.008,0.8221528362303627
2BiCdClO2-1,Bi1-Cd1-Cl1-O2,1327.0543307793507,494.4855,0.8220255504501707
1GaLiP2S6-1,Ga1-Li1-P2-S6,1317.2994657969775,495.0025,0.8109892013592594
2NiS2-1,Ni1-S2,1325.5505889898718,496.0155,0.8243882378510708
2MoCl2O2-1,Cl2-Mo1-O2,1315.2793612157816,496.2815,0.8237264481792829
1TiSe2-2,Se2-Ti1,1321.7032136845858,496.618,0.821916296129162
2CrMoTe4-1,Cr1-Mo1-Te4,1194.2323904924554,497.5095,0.8758291004392016
1HfSSe-1,Hf1-S1-Se1,1308.620765501428,497.9585,0.8206837770554829
1CrMo3Te8-1,Cr1-Mo3-Te8,1273.9115519469626,498.988,0.8533673380073268
2IOY-1,I1-O1-Y1,1303.7250947404589,499.9895,0.8236851693088193
2PZrSe3-2,P1-Se3-Zr1,1233.8504690415211,500.0245,0.8615827259661981
4OSn-1,O1-Sn1,1303.2106791827184,500.42,0.8202590147750476
1MoCr3Te8-1,Cr3-Mo1-Te8,1008.9464697256424,501.1815,0.9021471973193725
2HPPbO3-1,H1-O3-P1-Pb1,1301.5992380704822,501.4475,0.8194105515731214
1CrO2-2,Cr1-O2,1261.0728933991709,503.6885,0.8470712688653775
2HLiO-1,H1-Li1-O1,1300.8477957259868,504.1125,0.8228982946168244
1TiZrHf2Br8-1,Br8-Hf2-Ti1-Zr1,1277.2450989673398,504.6985,0.8280068847184122
1CoNaAs2Se6-1,As2-Co1-Na1-Se6,1283.5418960378042,505.2295,0.8342109396524349
2CuISe2-1,Cu1-I1-Se2,1290.7337667188692,508.846,0.8137948340411936
2ISSc-1,I1-S1-Sc1,1286.9870051334985,509.1465,0.8121898661514804
1CrMo3O8-1,Cr1-Mo3-O8,1287.7608580486603,509.8505,0.8174350566637861
1CO2Ti2-1,C1-O2-Ti2,1279.792514308761,509.9345,0.8276416513568992
1CaBr2-1,Br2-Ca1,1280.15020960769,511.1105,0.8116677804391235
1GeHfCl2S2-1,Cl2-Ge1-Hf1-S2,1287.7189659293247,511.127,0.8103359419459614
2WCl3-2,Cl3-W1,1048.0373664425865,513.5365,0.8814732712643417
2INbO2-1,I1-Nb1-O2,1275.6855612495888,513.8235,0.8169698042519885
2AuClSe2-1,Au1-Cl1-Se2,1271.79418425362,513.9,0.8119557093854164
1HgCl2O2Pb2-1,Cl2-Hg1-O2-Pb2,1275.8361326380277,514.335,0.8158278863966727
1ZrBr2-1,Br2-Zr1,1269.0507412731372,515.4365,0.8229511825858294
1BrIZr-1,Br1-I1-Zr1,1252.5968975099404,518.392,0.8279733655832179
1ISSb-1,I1-S1-Sb1,1267.3671371998378,519.3795,0.8095071241234539
2CHNaO3-1,C1-H1-Na1-O3,1264.1697408469292,520.047,0.8142243764919048
2CaCl2O4-1,Ca1-Cl2-O4,1263.227370802051,520.627,0.8171944516899625
1ClIMg-1,Cl1-I1-Mg1,1263.4069367356879,521.5575,0.8026504249278547
1AuSbP2S6-1,Au1-P2-S6-Sb1,1261.9459983983347,521.705,0.8154885935183894
2PtS2-1,Pt1-S2,1251.5304731010012,525.23,0.8131458275354652
1Al2S5-1,Al2-S5,1250.4444854190494,525.3675,0.8117897910217248
1BaSb2F12-1,Ba1-F12-Sb2,1250.1839050884914,525.373,0.8144840997489531
1HgI2-1,Hg1-I2,1254.5251195357393,526.4605,0.8044075074717717
2InPS3-1,In1-P1-S3,1250.1277292795016,526.733,0.8095449746427752
2AuSbS3-1,Au1-S3-Sb1,1246.2446241308246,526.8845,0.8136314499028646
2ClPSnO3-1,Cl1-O3-P1-Sn1,1244.6867102968986,527.651,0.8115134390866409
1BrClZr-1,Br1-Cl1-Zr1,1246.3855002082462,528.229,0.8130382199311763
1HgBr2O2Pb2-1,Br2-Hg1-O2-Pb2,1245.9355245331094,528.3505,0.810661636325432
1MoOSe-1,Mo1-O1-Se1,1243.3917212441108,529.7575,0.8126904011279196
2CoSbO3-1,Co1-O3-Sb1,1237.9565662580837,531.402,0.8132669207570662
2PdTeO3-1,O3-Pd1-Te1,1233.366050689492,533.534,0.8091579456617187
1OSTi-1,O1-S1-Ti1,1236.5755176296625,534.1145,0.8123911357294623
1ClIZr-1,Cl1-I1-Zr1,1232.9478415262913,536.674,0.8087920054524017
2AgClSe2-1,Ag1-Cl1-Se2,1224.9773436077758,537.326,0.8120001252682012
2TeCu2O6-1,Cu2-O6-Te1,1222.619307955358,539.863,0.8073612735322631
1AuInCl2S2-1,Au1-Cl2-In1-S2,1224.5440349233863,541.108,0.804076973261607
2ZrO3-1,O3-Zr1,1215.0611326031208,541.673,0.8068009866736112
2AgIS2-1,Ag1-I1-S2,1205.7102332562438,544.4265,0.8022959853877002
1CrMo3Se8-1,Cr1-Mo3-Se8,1217.3968721407266,544.9105,0.8155481328079731
1CrS2-1,Cr1-S2,1206.5112090529387,545.8885,0.8122137405123652
1ZrCl2-1,Cl2-Zr1,1202.5533167297508,546.46,0.7996058284570382
1TiI2-2,I2-Ti1,969.2914897855185,546.5365,0.8734558167936582
4AlClS-1,Al1-Cl1-S1,1204.7143488921286,546.675,0.8024914008342792
2HfTiSe4-1,Hf1-Se4-Ti1,1207.1848341773612,546.974,0.8074022523834923
2BiBr3-1,Bi1-Br3,1204.5618016292358,547.2465,0.803642367270572
2RuS2-1,Ru1-S2,1209.0896557827534,547.8385,0.8065771617783951
1BiIS-1,Bi1-I1-S1,1201.1089101014234,547.979,0.7916889300604909
1FeAl2Se4-1,Al2-Fe1-Se4,1209.1924349552662,548.101,0.8115548451696537
1AuClPdSe-1,Au1-Cl1-Pd1-Se1,1198.7845055978296,551.2605,0.7982159730825523
2CH-1,C1-H1,1191.1774040616742,552.722,0.8020333194199964
1CdCl2O2Pb2-1,Cd1-Cl2-O2-Pb2,1185.072507838052,553.5995,0.7996656426033111
4AlIS-1,Al1-I1-S1,1187.1147615520144,555.159,0.8011408854363831
2BrIS2Sc2-1,Br1-I1-S2-Sc2,1175.0210550133252,557.579,0.7980984748735831
1CoNaP2Se6-1,Co1-Na1-P2-Se6,1181.0255657628452,558.481,0.7980981327640676
2SbScO3-1,O3-Sb1-Sc1,1176.1579723944008,560.173,0.7998151007580017
2TlCl3-1,Cl3-Tl1,1175.5833180555655,560.317,0.7984656403154898
1PbSrS2O8-1,O8-Pb1-S2-Sr1,1176.2623637231168,561.4335,0.7961753533389471
2ClSSc-1,Cl1-S1-Sc1,1166.9903063706065,561.784,0.7930674227574991
1CaCl2-1,Ca1-Cl2,1169.6171384737431,562.1775,0.7963661092196422
4AsGeTe-1,As1-Ge1-Te1,1170.6394790760367,563.4515,0.7986865713920848
2PZrS3-2,P1-S3-Zr1,1165.2481139579006,563.6485,0.7971988819345277
2RuTe2-1,Ru1-Te2,1112.0212854221936,566.2545,0.8302159676566744
1CrSe2-1,Cr1-Se2,1135.720713064409,566.4075,0.8196556030968742
2OsSe2-1,Os1-Se2,1159.8902701402233,566.7955,0.7952110672853053
2AsTlO3-1,As1-O3-Tl1,1159.0806593376858,567.1235,0.7945236646034687
1ClBr3S4Sc4-1,Br3-Cl1-S4-Sc4,1160.4275315629156,567.857,0.7919772160425663
2ClCuSe2-1,Cl1-Cu1-Se2,1151.8101599460513,569.1615,0.7938024299216048
1Br2Hf2S3-1,Br2-Hf2-S3,1153.6134935506334,569.2185,0.7937664955777203
1CrSSe-1,Cr1-S1-Se1,1139.1152157719916,569.58,0.8079323595263198
1AuInSI2-1,Au1-I2-In1-S1,1150.977513527554,571.0495,0.7911169206087865
1CSiH2-1,C1-H2-Si1,1148.313208022491,571.9295,0.7941548700943425
2AlI3-1,Al1-I3,1142.2027797709768,572.5115,0.79482880604576
2AgCl-1,Ag1-Cl1,1146.6973658502648,573.0305,0.792345788522919
1IOsPtBr5-1,Br5-I1-Os1-Pt1,944.2881897551898,573.034,0.8494938211738076
1CrSeTe-1,Cr1-Se1-Te1,1038.8003223610585,573.093,0.8480268659962142
2AuClTe2-1,Au1-Cl1-Te2,1138.072524295983,573.1185,0.7888348673866893
2BrOSc-1,Br1-O1-Sc1,1143.2091641073632,574.64,0.7876741341981459
2PScS3-1,P1-S3-Sc1,1138.7146561484926,578.185,0.7889358896543297
1GaInP2Se2S4-1,Ga1-In1-P2-S4-Se2,1131.8037578551434,578.197,0.7867402227062785
4ReSe2-1,Re1-Se2,1133.404244813178,580.625,0.7856004808226021
1AgCuBr2-1,Ag1-Br2-Cu1,1123.8560333088642,581.4075,0.7882693516180218
2CrWSe4-1,Cr1-Se4-W1,1117.0874196987781,582.932,0.7905270586043959
4AsGeS-1,As1-Ge1-S1,1121.0646295960262,583.1235,0.7880568014282983
2BrIrS-1,Br1-Ir1-S1,1050.83311977407,583.9855,0.8585942686859029
1InNaAs2S6-1,As2-In1-Na1-S6,1117.2842058402873,584.6365,0.7846835692106665
2ClIrS-1,Cl1-Ir1-S1,1036.816862554973,586.708,0.8720611895766833
1OSW-1,O1-S1-W1,1114.6569525272294,586.729,0.7823468116828446
2BrCuTe2-1,Br1-Cu1-Te2,1109.3405611746189,588.2555,0.7821256645257741
1BaClI-1,Ba1-Cl1-I1,1109.9639726700857,589.102,0.7765375550578569
2AuI-1,Au1-I1,1104.4130523320387,590.033,0.7793578365772175
1SnBr2S2-1,Br2-S2-Sn1,1099.8775679197288,591.2155,0.7856510580185657
1BrHf2I5-1,Br1-Hf2-I5,988.4989426462698,592.4475,0.8229576348541247
1InSScSeI2-1,I2-In1-S1-Sc1-Se1,1096.2428977272386,594.699,0.774972479511186
2BrScSe-1,Br1-Sc1-Se1,1087.7658012495656,595.4065,0.7780983299595055
1BiCuP2S6-1,Bi1-Cu1-P2-S6,1089.549645743268,595.976,0.7745977596569406
1CoLiP2Se6-1,Co1-Li1-P2-Se6,1097.2719859508761,596.844,0.777840211382469
1IRhSe-1,I1-Rh1-Se1,1085.6257187548597,598.337,0.7799077992549243
4IOSc-1,I1-O1-Sc1,1078.8098038269986,599.2955,0.7773995835742782
2BiHgIO2-1,Bi1-Hg1-I1-O2,1083.8326211742444,599.723,0.7714666034024128
2IScSe-1,I1-Sc1-Se1,1086.286547305973,600.677,0.7756793611287985
1GeOBr2I2Zr2Se3-1,Br2-Ge1-I2-O1-Se3-Zr2,1078.6214353872615,601.214,0.7696329681180737
1STeW-1,S1-Te1-W1,1079.0369353168592,601.4225,0.7750145059773217
1CdI2O2Pb2-1,Cd1-I2-O2-Pb2,1075.9255239604001,601.742,0.7724002817222817
1BrCoSe-1,Br1-Co1-Se1,1077.6033698624474,602.263,0.7765650783341922
1FeAl2S4-2,Al2-Fe1-S4,1071.4793704818146,603.245,0.7759794529514634
2ClCuTe2-1,Cl1-Cu1-Te2,1066.6934747380146,605.1415,0.772050854884309
4SeO2-1,O2-Se1,1063.428666206082,606.9105,0.7689556902435494
2BrPt-1,Br1-Pt1,1071.57664126865,606.9905,0.7747864178285933
2ClOSc-1,Cl1-O1-Sc1,1067.4640326060285,607.1715,0.765908399527657
2TaBr2Se2-1,Br2-Se2-Ta1,1060.1102924556892,609.519,0.76448456862924
1InNaP2S6-1,In1-Na1-P2-S6,1056.3124214099257,610.345,0.7559608835313739
1BrCoTe-1,Br1-Co1-Te1,1065.6024409289034,610.713,0.7650851129189586
1InAu3Br4O4-1,Au3-Br4-In1-O4,1052.0773809037555,610.9375,0.7649623151344094
1PbNa2H6S6-1,H6-Na2-Pb1-S6,1046.823931887975,614.71,0.7681187799108544
1HfZr3S8-1,Hf1-S8-Zr3,1044.1264504077042,615.5865,0.7632352260645562
2ZrS2-2,S2-Zr1,1038.2142420194039,615.878,0.7641032378303068
2ClCu-1,Cl1-Cu1,1035.8919569604584,618.2925,0.7591001138445722
2CrWS4-1,Cr1-S4-W1,1041.530688843548,618.416,0.7666264154544076
2AsSbO3-1,As1-O3-Sb1,1029.7592484057134,618.8355,0.7647994448399685
2ClScSe-1,Cl1-Sc1-Se1,1029.8958821971778,621.7685,0.7553347835151334
2FSSc-1,F1-S1-Sc1,1029.3294435952598,622.4095,0.7556783462396913
