uid,comp_key,fom_ref,rank_mean,rank_entropy
1Al2Mg2Se5-1,Al2-Mg2-Se5,2867.073555738967,77.122,0.7181106697192454
2CdCuISe-1,Cd1-Cu1-I1-Se1,2850.6516634646778,78.2615,0.7222361542852511
2GeSe-1,Ge1-Se1,2872.5475612079827,78.826,0.7248434422011125
2SSn-1,S1-Sn1,2851.0801125833013,79.5675,0.7248778985747361
1GePbSSe-1,Ge1-Pb1-S1-Se1,2849.197897485647,79.772,0.7248958032337122
2AgCdISe-1,Ag1-Cd1-I1-Se1,2828.823764761445,80.5135,0.7270504309577864
1Al2Mg2Te5-1,Al2-Mg2-Te5,2823.7661555522086,81.3055,0.747276379006279
1CdGa2S4-1,Cd1-Ga2-S4,2819.309607878412,82.431,0.7288170602267784
2SZn-1,S1-Zn1,2802.3086404013497,82.9495,0.7299521342552919
1In2Mg2Se5-1,In2-Mg2-Se5,2826.003762336933,83.874,0.7356300179811521
2InSeSi-1,In1-Se1-Si1,2802.505966026835,84.903,0.731083136787826
2IPt-1,I1-Pt1,5870.543015589285,86.6645,0.6428971148679661
2ClSi-1,Cl1-Si1,2772.0750275232567,86.8015,0.7315906928957231
2BrCdCuTe-1,Br1-Cd1-Cu1-Te1,2757.9966286677845,87.7495,0.7380347394696561
2SnTe-1,Sn1-Te1,2711.3652858568225,88.0175,0.8034799836709406
2AlInSe3-1,Al1-In1-Se3,2758.183493440791,88.561,0.7357630520286783
2CuHgISe-1,Cu1-Hg1-I1-Se1,2759.997353452095,89.281,0.7383129571899215
2PSb-1,P1-Sb1,2745.174003214661,90.413,0.7416123598360496
1MgGa2S4-1,Ga2-Mg1-S4,2733.549062844277,91.2465,0.7374449423906809
1SBi2Se2-1,Bi2-S1-Se2,2597.7294736552244,91.75,0.8029433927511205
1CdIn2S4-1,Cd1-In2-S4,2717.881708495287,91.9585,0.740921925961979
1SeSb2Te2-1,Sb2-Se1-Te2,3599.6028580899256,94.682,0.770574401233426
1CdGeSSeBr2-1,Br2-Cd1-Ge1-S1-Se1,2703.854627769337,95.6015,0.7477987094949685
2GeInS3-1,Ge1-In1-S3,2692.945158811715,95.86,0.747902140889415
2GeTe-1,Ge1-Te1,2777.940094391855,97.5725,0.8017042806839557
1Ga2Mg2S5-1,Ga2-Mg2-S5,2684.195304735638,98.327,0.7491928959953273
