uid,comp_key,gap,gap_hse,gap_gw,E_pred,E_sd,mahalanobis,in_anchor_box
2FGaO-1,F1-Ga1-O1,3.151661389349166,4.755211768183427,,6.133224,0.2785751,2.9710167134661774,True
2BrNbO2-1,Br1-Nb1-O2,2.006678932596866,3.4687266859580994,,4.3770986,0.27825594,3.053981256305197,True
2AlInO3-1,Al1-In1-O3,2.837893987307134,4.391966049821173,,5.637163,0.27657953,2.914985741123092,True
2AlSbO3-1,Al1-O3-Sb1,3.908596549887496,5.156947113710846,,6.793374,0.2755826,1.975612464777668,True
2BaClI-1,Ba1-Cl1-I1,3.6897872533206053,4.708602008763625,,6.2348924,0.26488248,1.8303343056889385,True
2ITaO2-1,I1-O2-Ta1,0.6144086118236249,1.75534131235199,,2.1402788,0.27489418,2.892278609106334,True
1ZrH2P2O6-1,H2-O6-P2-Zr1,4.2804850310600795,6.395484663595209,,8.225709,0.28471735,4.579695803565413,True
2TiO3-1,O3-Ti1,2.4606855227302034,4.995017646673862,,6.159427,0.31380385,7.560528744674697,True
2ScCl3-1,Cl3-Sc1,3.922367727302634,5.970209229380681,,7.652589,0.2760093,4.454299774997467,True
1BaClI-1,Ba1-Cl1-I1,4.103228532285671,5.10609650454491,,6.79707,0.269053,2.2959910533820684,True
2FPPbO3-1,F1-O3-P1-Pb1,3.728331588105496,5.1239244159641215,,6.6968575,0.27769318,2.157727631519813,True
1SrBr2Ca2S2-1,Br2-Ca2-S2-Sr1,3.106327546327981,4.244068025794117,,5.5634794,0.2700778,1.4106481847757364,True
2AlBrO-1,Al1-Br1-O1,4.142216045055263,5.396859842159907,,7.1189146,0.26650485,2.139608156648985,True
2AlAsO3-1,Al1-As1-O3,4.596195714384544,5.969293617398447,,7.8771033,0.26636097,2.521385612984108,True
1OSTi-1,O1-S1-Ti1,0.5609357010951475,1.7765150334479722,,2.1374638,0.26861703,3.279355075900325,True
1BiScCl2O2-1,Bi1-Cl2-O2-Sc1,2.3712461508176057,3.4597619396708565,,4.5045424,0.2704271,1.2154718127238948,True
1CaBr2-1,Br2-Ca1,4.862661452815692,6.286147049980412,8.458041586588111,8.298087,0.26473135,2.735535731782772,True
2INbO2-1,I1-Nb1-O2,1.1880844616578965,2.29497312387122,,2.8845086,0.2716375,2.1496808508268193,True
1OZrBr2-1,Br2-O1-Zr1,1.0475969077218084,2.245050461752524,,2.7950158,0.2732967,2.6983247336121794,True
1CO2Ti2-1,C1-O2-Ti2,0.32458147416536764,1.294976125272457,,1.5516206,0.25785002,2.4741449889319282,True
2ClSSc-1,Cl1-S1-Sc1,2.109342912083189,3.5279813621199927,,4.493037,0.26244393,2.7805343502513544,True
4CaTeO3-1,Ca1-O3-Te1,3.9690038257621505,5.347852682809339,,7.0108433,0.2677292,2.1876891503328735,True
1WO2-1,O2-W1,1.3403824808745433,2.0968675991813504,2.7062253623509047,2.7378504,0.26986724,0.42338167069509447,True
2BrSY-2,Br1-S1-Y1,3.07559643706817,4.218555790040501,,5.5399857,0.26761815,1.409669525363087,True
2CaF2O2H4-1,Ca1-F2-H4-O2,6.025253430227339,7.9662019138200115,,10.447125,0.2714585,4.0161813439486815,False
4SrTeO3-1,O3-Sr1-Te1,4.028316505485041,5.383995405926604,,7.080324,0.25958946,2.1720642348430443,True
2MgTeWO6-1,Mg1-O6-Te1-W1,3.463759485850571,4.86731332235294,,6.3411674,0.26019162,2.157006637255986,True
1WMo3O8-1,Mo3-O8-W1,0.9810333780402016,1.7306708570208325,,2.2113857,0.26377442,0.8129549542406157,True
2WZnO4-1,O4-W1-Zn1,3.3697384319349157,5.335343849999174,,6.7887516,0.28378814,4.38415621689312,True
1MoO2-1,Mo1-O2,0.9123966902883982,1.6514393423740092,2.3167587021309046,2.1165493,0.25306442,0.8544790764722133,True
2YBr3-1,Br3-Y1,4.086510250660241,5.477992205514946,,7.1760015,0.26748133,2.2567631336501677,True
1OScHf3N3Br4-1,Br4-Hf3-N3-O1-Sc1,2.6768318553495067,4.148427150011814,,5.3110294,0.2627128,2.6497660456568948,True
2MgMoTeO6-1,Mg1-Mo1-O6-Te1,3.167068031802471,4.611210101647563,,5.971892,0.26898262,2.3382380935860314,True
1ClBr3S4Sc4-1,Br3-Cl1-S4-Sc4,2.135526905711136,3.5620425650405876,,4.5452523,0.27333426,2.7968131712844087,True
2SrSb2O4-1,O4-Sb2-Sr1,3.237015535272806,4.358141008303635,,5.7355137,0.26093325,1.4465904082935153,True
2CaSb2O4-1,Ca1-O4-Sb2,3.003848169646221,4.082977674230119,,5.346189,0.28067067,1.2693472647934567,True
2ClScSe-1,Cl1-Sc1-Se1,1.4088730894940784,2.7016107379747263,,3.3995776,0.26873055,2.7869382033865677,True
2ClScBr2-1,Br2-Cl1-Sc1,3.0674273891359602,4.935391666345325,,6.2988014,0.27512133,4.136521992256322,True
1CrMo3O8-1,Cr1-Mo3-O8,0.6262153926157867,1.3512016747745197,,1.7128481,0.2553279,1.1464905899056845,True
4CaSeO3-1,Ca1-O3-Se1,4.533149751124865,6.044605616137622,,7.929637,0.27372962,2.650107554705143,True
2TlF3-1,F3-Tl1,3.0462705418099194,4.7400790573229,,6.0739374,0.26051727,3.3987126182222402,True
2BaSb2O4-1,Ba1-O4-Sb2,3.4138359437177903,4.562250290209893,,6.016085,0.25681493,1.5782763853216932,True
1MgCl2-1,Cl2-Mg1,5.94118234136039,7.294068617459455,9.598559353258569,9.688095,0.28696394,3.719783176738437,True
2ClNZr-1,Cl1-N1-Zr1,1.9229505723919929,3.0814082084546826,,3.9651146,0.2674416,1.7472609878366838,True
4BSbO3-1,B1-O3-Sb1,3.855674400677423,5.051091062800034,,6.6515317,0.2699463,1.9062166650454084,True
2PSbO4-1,O4-P1-Sb1,4.374086019050267,5.769998647690189,,7.601231,0.26738867,2.402820080643779,True
4BBiO3-1,B1-Bi1-O3,2.864869750225151,4.227155951656679,,5.486663,0.26953208,2.1156788762545586,True
2ClHfN-1,Cl1-Hf1-N1,2.3303561722892914,3.4459131562530994,,4.4800634,0.27221894,1.3331228211769215,True
2ClCs-1,Cl1-Cs1,4.459816516327901,5.654182203452806,,7.499554,0.2666945,2.4181564567041667,True
2BiPO4-1,Bi1-O4-P1,3.3318614319666335,4.96949337906136,,6.406996,0.2685854,3.035504663057423,True
2MoZnO4-1,Mo1-O4-Zn1,2.9151884501885874,4.852601609005363,,6.167982,0.27738035,4.536865651473889,True
2NbF2Se2-1,F2-Nb1-Se2,1.1185472637720553,1.8356440861598224,,2.3900466,0.2682787,0.5272646512709749,True
1PbSrS2O8-1,O8-Pb1-S2-Sr1,3.6745787566547063,5.262355922733788,,6.818801,0.26918146,2.7518087380951894,True
4BiFSrS2-1,Bi1-F1-S2-Sr1,0.8263264437254725,1.3812693790814285,,1.783017,0.26328456,0.5672338735620492,True
4BaBiFS2-1,Ba1-Bi1-F1-S2,1.3995060789219393,2.3544039097432305,,3.0205348,0.2564879,1.2549225872430845,True
4FSbSrS2-1,F1-S2-Sb1-Sr1,1.5263494412558347,2.0915079441113678,,2.7759995,0.26019037,0.6410924414622297,True
1BaI2-1,Ba1-I2,3.8728610404507675,4.873623187282922,,6.485404,0.27548856,2.048550316072057,True
1BaH2O2-1,Ba1-H2-O2,3.659238880380684,5.260634798908016,,6.8197293,0.26723385,2.8029342205115393,True
2AlHSO4-1,Al1-H1-O4-S1,5.128624687904397,6.800169884150914,,8.927894,0.27436656,3.1747665188267082,True
2BrIS2Sc2-1,Br1-I1-S2-Sc2,1.7259337404008561,3.0905505116630168,,3.9059503,0.26127294,2.837363635901329,True
4BaBiFSe2-1,Ba1-Bi1-F1-Se2,0.9029976565740716,1.6177922571557684,,2.0846138,0.25870883,0.7780447753438648,True
2ScBr3-1,Br3-Sc1,2.975465541659034,4.821896063894171,,6.1257977,0.2858573,4.09838261655433,True
1MgH2O2-1,H2-Mg1-O2,3.351730821000856,5.028010763049256,,6.475021,0.26554942,3.182857782369272,True
2FSi-1,F1-Si1,0.6661590555599868,1.491619565114505,2.3327620780818847,1.8673065,0.26363215,1.4828855533562446,True
2SrBi2O4-1,Bi2-O4-Sr1,2.704086347886675,4.03757326156073,,5.228568,0.25978172,2.061053622681743,True
4FSbSrSe2-1,F1-Sb1-Se2-Sr1,0.8777749632937417,1.2488087016857556,,1.6920023,0.25812668,1.0855225042858343,True
2CaBi2O4-1,Bi2-Ca1-O4,2.5678552853621,3.9229353860069196,,5.0433874,0.2733027,2.212491053919856,True
4FPSrS2-1,F1-P1-S2-Sr1,2.0696137339659257,2.936092485806293,,3.852587,0.25217724,0.5136343181141044,True
2BrScSe-1,Br1-Sc1-Se1,1.5101878081364393,2.819994712643887,,3.5525684,0.27772704,2.7735507409458853,True
2BaBi2O4-1,Ba1-Bi2-O4,2.868364226072928,4.145660051447962,,5.3952627,0.27472398,1.7939527822627883,True
2MgCl2-1,Cl2-Mg1,4.50389946664683,5.908026099104898,,7.7923703,0.25518703,2.4865629925651715,True
4BaFPS2-1,Ba1-F1-P1-S2,2.056031620230755,2.959987251455992,,3.8878026,0.25418785,0.6166487816349475,True
1SrI2-1,I2-Sr1,3.9838389498119176,5.007424493923699,,6.6683626,0.26024583,2.1310260181528284,True
2HSLi3O4-1,H1-Li3-O4-S1,4.475084748779595,5.693607965069441,,7.5392437,0.26928794,2.4175547140216653,True
2CKSF3O3-1,C1-F3-K1-O3-S1,5.904051683439757,7.673819026588019,,10.103326,0.265228,3.6943879688979666,False
2BrNZr-1,Br1-N1-Zr1,1.6180290775462298,2.7587314781907537,,3.5215595,0.2676895,1.9073638739298866,True
1ZnRe2O8-1,O8-Re2-Zn1,3.9662269407194954,5.699539845242606,,7.398313,0.26822227,3.2165384369589285,True
1ZrCl2-1,Cl2-Zr1,0.9805987984608411,1.5000278666185858,1.9926315565514572,1.9709666,0.26154158,0.5705236172329076,True
4AsFSrSe2-1,As1-F1-Se2-Sr1,1.355571902382975,1.9763555398207426,,2.5952454,0.26695302,0.27059882698351934,True
2BrHfN-1,Br1-Hf1-N1,2.063982761810762,3.2998013148662406,,4.2398596,0.26450723,1.9940594556017641,True
2ClPSnO3-1,Cl1-O3-P1-Sn1,4.08188617918623,5.166210715542963,,6.861889,0.27903768,2.1507676924076216,True
1CrO2-2,Cr1-O2,0.4157070981881432,1.1440773459972675,1.2304957578581073,1.429306,0.26653543,1.4113428061540652,True
1ZrK2H6O6-1,H6-K2-O6-Zr1,4.248265023806075,5.902046482910049,,7.685856,0.27844417,2.9299773919371033,True
1HfNa2H6O6-1,H6-Hf1-Na2-O6,4.113092933848167,5.786264659792344,,7.5225067,0.2624287,2.9918993412540993,True
2HTeLi3O4-1,H1-Li3-O4-Te1,4.036854149464261,5.347235093469902,,7.036024,0.26958984,2.1144890557152753,True
2ISSc-1,I1-S1-Sc1,1.6624544227876599,3.060068392106421,,3.8481932,0.27024013,3.041614477860122,True
2ZrCl2-1,Cl2-Zr1,0.5958053936543117,1.1605541943618207,,1.4836156,0.25722325,0.7725585474586273,True
2TeWZnO6-1,O6-Te1-W1-Zn1,3.4048179462946004,4.792243812755025,,6.2587996,0.26837528,2.107452543442444,True
1ZrNa2H6O6-1,H6-Na2-O6-Zr1,4.1787143214842954,5.84739266974978,,7.60173,0.26878285,2.9750523810128917,True
1CaI2-1,Ca1-I2,3.5370804094414625,4.81247148308007,6.919677265299226,6.30339,0.26884773,1.8324198222754138,True
1CdF2O2Pb2-1,Cd1-F2-O2-Pb2,2.8921873150383997,4.07369711111415,,5.309997,0.26768127,1.4727801903047342,True
4BaFPSe2-1,Ba1-F1-P1-Se2,1.7207063109501086,2.5467428505880676,,3.3256788,0.2701595,0.4116149863030131,True
4FPSrSe2-1,F1-P1-Se2-Sr1,1.6480449863077595,2.3970468307769286,,3.1259034,0.25397,0.13819408687559823,True
2GaInO3-1,Ga1-In1-O3,2.182524378630798,3.6648377168787616,,4.669661,0.28413355,3.013297679544345,True
2OTaBr2-1,Br2-O1-Ta1,0.8345128288909933,1.7004698061983388,,2.149354,0.25651926,1.4568314314999466,True
2HP3O6-1,H1-O6-P3,4.414783000473404,5.828959430655282,,7.670374,0.26681745,2.447348308027874,True
2AlHSeO4-1,Al1-H1-O4-Se1,4.475845727404332,6.063001669658007,,7.9215455,0.28095883,2.785148242036362,True
4AsLiO2-2,As1-Li1-O2,4.0521570883804365,5.391756674019026,,7.0989723,0.27235028,2.159757666139917,True
2WAs2O6-1,As2-O6-W1,1.8113097166569867,3.1376084354241884,,3.9779618,0.26374713,2.5925494867721284,True
2HPSb2O6-1,H1-O6-P1-Sb2,4.21688497042998,5.463422220959688,,7.2165112,0.2770606,2.1937315990280633,True
2MoSb2O6-1,Mo1-O6-Sb2,1.9132096777616483,3.217169463190662,,4.1000414,0.27117115,2.4105943895953694,True
2ClMoO2-1,Cl1-Mo1-O2,0.7096050928629332,1.7620718429607651,,2.1839683,0.26235056,2.400747489544778,True
2ClScTe-1,Cl1-Sc1-Te1,0.3988666628613984,1.4409396861254418,,1.7317332,0.26374328,2.6955111399669653,True
2HSeLi3O4-1,H1-Li3-O4-Se1,4.572113134494854,5.85623893684774,,7.741897,0.2676639,2.4815805242908144,True
2GaSbO3-1,Ga1-O3-Sb1,3.7587698701503376,4.973032755334708,,6.5447206,0.26571047,1.851748640818583,True
1SSeI2Sc2-1,I2-S1-Sc2-Se1,1.4488244562290538,2.7675497364290447,,3.4718878,0.27237013,2.869282972852672,True
2BLiH4O4-1,B1-H4-Li1-O4,4.879850630113147,6.616432628917067,,8.656338,0.27225524,3.2341809141455844,True
1HfS2-1,Hf1-S2,1.2211274004437893,2.1480176087306377,2.9379879773506685,2.75238,0.26537842,1.3042395225271641,True
1NbOScSeBr4-1,Br4-Nb1-O1-Sc1-Se1,2.0433954407335735,3.2415767190300304,,4.1662674,0.26330677,1.8406660710504532,True
1BrHfZr3Cl7-1,Br1-Cl7-Hf1-Zr3,0.6162549335721383,1.1803806191802333,,1.5293099,0.26115388,0.7516279850942149,True
1CCl2Y2-1,C1-Cl2-Y2,0.9606295040682515,1.7633177071617503,,2.2577996,0.2720832,1.048910591429445,True
1ZrS2-1,S2-Zr1,1.1591954974296987,2.1674626829675745,2.8850604558188024,2.7446387,0.2648871,1.7329562806591359,True
1CCl2Sc2-1,C1-Cl2-Sc2,0.8829734436116761,1.9068414588953282,,2.395452,0.2691846,2.089400148882356,True
2HLiO-1,H1-Li1-O1,3.935352440756461,5.6121973418083115,,7.2963986,0.27144432,3.022377143191793,True
4BaFSbTe2-1,Ba1-F1-Sb1-Te2,0.5118619584539493,0.8961809114146265,,1.1722801,0.27094063,0.9958575435722222,True
2ClNTi-1,Cl1-N1-Ti1,0.6197210363587831,2.0923398281946506,,2.4967723,0.28211567,4.368674759053511,True
1GeO2-1,Ge1-O2,3.641316492039854,5.355296396300146,7.022581804967274,6.9289308,0.26928276,3.2275416411669733,True
1MgLi2S2H4O8-1,H4-Li2-Mg1-O8-S2,4.729470308238289,6.020060696821162,,7.967951,0.26662937,2.6142931424241205,True
2BNaH4O4-1,B1-H4-Na1-O4,4.681447711520445,6.454110000858065,,8.396894,0.2806648,3.301858918174474,True
4NaSbO2-1,Na1-O2-Sb1,3.541237167463695,4.746921375691008,,6.238709,0.26760268,1.7163129487758142,True
2HSNa3O4-1,H1-Na3-O4-S1,3.856666176466328,5.084425041934689,,6.696223,0.26200494,1.9256794430753048,True
1SnO2-1,O2-Sn1,2.682843652111906,4.204344282699862,5.444250711973135,5.393253,0.27347568,2.8605239142783816,True
2HPPbO3-1,H1-O3-P1-Pb1,3.9166760883579976,5.2854384529445895,,6.9315934,0.2705526,2.149220686109679,True
2SrPb2Cl6-1,Cl6-Pb2-Sr1,2.9982859584821338,4.086767287032198,,5.3658004,0.26079422,1.280725041527526,True
2MoCl2O2-1,Cl2-Mo1-O2,2.3687396599565638,3.881438529047342,,4.964175,0.26810572,3.018229601158504,True
2SrCl2O2H4-1,Cl2-H4-O2-Sr1,5.5700525165625265,6.943333130338282,,9.2202635,0.27644467,3.3356470395012994,True
1HgF2-1,F2-Hg1,1.7281218969599035,3.4305103462807276,,4.2704062,0.28595707,4.376101427546318,True
2IScSe-1,I1-Sc1-Se1,1.3932262295252347,2.700974120683173,,3.3669903,0.2660814,2.8697465096276855,True
1MgNa2S2H4O8-1,H4-Mg1-Na2-O8-S2,4.454158090133488,5.737877923226915,,7.581874,0.2731485,2.3853615603801126,True
1HfCl2-1,Cl2-Hf1,0.9080015510264763,1.4708526062518574,2.0915107901850156,1.9283766,0.2604458,0.5074893247093888,True
1TiCl2-1,Cl2-Ti1,0.9025427349939996,1.39546825384936,1.6364286912586663,1.8537283,0.26807246,0.6523965077821696,True
2CaClH-1,Ca1-Cl1-H1,3.9244524368202764,5.233449755490089,,6.8824625,0.26333332,2.052852302935768,True
1MgBr2-1,Br2-Mg1,4.588106457672427,5.744420890628533,7.716273016369211,7.633888,0.26985255,2.5792439114514707,True
2ClGaO-1,Cl1-Ga1-O1,3.6737700855519333,4.957459341310971,,6.498235,0.2602286,1.8986635067727204,True
2HPAs2O6-1,As2-H1-O6-P1,4.555794861602395,5.999065135105331,,7.881642,0.26719847,2.559769573325566,True
2AlCl3-1,Al1-Cl3,5.487420265279271,6.980368311072746,,9.235608,0.2756331,3.2257217341628714,True
2ClKF4-1,Cl1-F4-K1,3.6559331154632657,5.658228882379254,,7.2579083,0.27351272,4.38980011327973,True
2AsFPbO3-1,As1-F1-O3-Pb1,3.3340263016133855,4.677023815794093,,6.09815,0.2656364,1.970444544910901,True
4AsBaFTe2-1,As1-Ba1-F1-Te2,0.7602461452750816,1.4090317370027226,,1.8100978,0.26277405,0.7466836441625401,True
2CHNaO3-1,C1-H1-Na1-O3,4.538559668425632,6.301388084470219,,8.213055,0.2750274,3.2657559382173003,True
2CdFSbO2-1,Cd1-F1-O2-Sb1,2.459348439006738,3.5130988612781677,,4.585096,0.25864938,1.079050535447279,True
1BrClZr-1,Br1-Cl1-Zr1,0.9119076767942745,1.3965369607312437,1.8777746550154282,1.8505167,0.25631797,0.6773074695435396,True
4AsFSrTe2-1,As1-F1-Sr1-Te2,0.441278237773866,1.0043783899456415,,1.2678436,0.26163885,0.9302073446136943,True
2SCl2Se2Zr2-1,Cl2-S1-Se2-Zr2,0.5935771599597244,1.3168055375442367,,1.6650882,0.26854533,1.1795086412904534,True
2MoCd2O4-1,Cd2-Mo1-O4,1.6493568916717254,2.7013937874506078,,3.4681442,0.26877767,1.4767921879298618,True
1BrClN2Ti2-1,Br1-Cl1-N2-Ti2,0.6169656138587993,2.117310439564794,,2.5228863,0.28402787,4.496320313089829,True
2BrClZr-1,Br1-Cl1-Zr1,0.5930606452728467,1.1468800166511859,,1.4839013,0.25915062,0.7649246648173673,True
2GeZnO3-1,Ge1-O3-Zn1,2.744861932687167,4.446110333053714,,5.671384,0.26936826,3.6057611702444152,True
2SrSn2Cl6-1,Cl6-Sn2-Sr1,3.5748079594392874,4.465665967662169,,5.958179,0.26947886,1.9322324235764492,True
1MgLi2Te2H4O8-1,H4-Li2-Mg1-O8-Te2,4.041405696108541,5.433844908974445,,7.1490493,0.2641977,2.2404821362525755,True
1SSeZr-1,S1-Se1-Zr1,0.61322945696514,1.5138100091280011,2.2055035897834347,1.8835205,0.26895753,1.8533405159258782,True
2GeHPO3-1,Ge1-H1-O3-P1,4.88281737807408,6.084393950689768,,8.091177,0.2724085,2.824818230286173,True
2YI3-1,I3-Y1,2.7557446070052514,3.8885893594089627,,5.06382,0.2624122,1.3227504672966592,True
1HfSSe-1,Hf1-S1-Se1,0.6835934496194418,1.5119153394149498,2.1754549854047704,1.8787454,0.2627513,1.4741798180969687,True
2FGaSe-1,F1-Ga1-Se1,2.8714498619417808,3.8138547006237697,,5.032062,0.26426503,1.104420507451892,True
2InSbO3-1,In1-O3-Sb1,3.123257888869942,4.247006353099858,,5.586314,0.2618173,1.3934161066443347,True
2BrScTe-1,Br1-Sc1-Te1,0.5521131879025425,1.6174038309542516,,1.9706168,0.26643756,2.6274295378126262,True
2AgPO3-1,Ag1-O3-P1,2.5681036512984927,4.204461043762787,,5.3658414,0.27879435,3.4334733320692297,True
1MgK2Te2H4O8-1,H4-K2-Mg1-O8-Te2,3.981864350000799,5.309856472301833,,6.981618,0.25834972,2.1083153558875187,True
2HfIN-1,Hf1-I1-N1,1.5846592854943027,2.663998865763487,,3.421911,0.25597927,1.655936668621125,True
2GaO-1,Ga1-O1,1.5563983376369386,2.471979283336589,3.8514748749556778,3.1920478,0.26821023,0.9328792916070102,True
4ReO2-1,O2-Re1,1.3039689530119523,2.097518784118744,,2.7150881,0.26818085,0.6242075352316734,True
2CaBr2O2H4-1,Br2-Ca1-H4-O2,4.905858156695395,6.093318049576215,,8.0984535,0.27092063,2.8654137601262777,True
1ClIMg-1,Cl1-I1-Mg1,2.8960879122276904,3.815038656989932,,5.0575576,0.26711544,1.144392492669497,True
1MgLi2Se2H4O8-1,H4-Li2-Mg1-O8-Se2,4.649365588323176,6.069699781154093,,7.9895134,0.27266514,2.5909667906207425,True
2BrNTi-1,Br1-N1-Ti1,0.6209742712588799,2.0842034440931814,,2.4839253,0.2854727,4.325141984677913,True
4BiNaO2-1,Bi1-Na1-O2,2.60157386572106,3.9474777496566107,,5.088924,0.25445232,2.1574142813475334,True
1MgK2Se2H4O8-1,H4-K2-Mg1-O8-Se2,4.372992655190652,5.701007147396597,,7.5136123,0.26272056,2.340544350821098,True
2FInS-1,F1-In1-S1,1.0123757664294888,1.8734049497201477,,2.3746965,0.2619154,1.2366649411100323,True
2ZrS2-2,S2-Zr1,1.1279807126114034,2.154200467057194,,2.7413917,0.2787403,1.8453485016152031,True
1GeLi2H6O6-1,Ge1-H6-Li2-O6,4.0833689527462935,5.821184641245672,,7.5551615,0.2702694,3.2123441619357322,True
1Br2Zr2S3-1,Br2-S3-Zr2,1.2069802097939142,2.215210830051155,,2.8032815,0.25544718,1.6847301214136399,True
1ClZr2Br5-1,Br5-Cl1-Zr2,0.37147609257029357,1.0532497256200233,,1.3125528,0.25496122,1.307524992974254,True
2CaF2S2H4-1,Ca1-F2-H4-S2,5.072243810787685,6.255315224700974,,8.3289585,0.26834798,3.0444744172079363,True
1HfZr3S8-1,Hf1-S8-Zr3,1.1535503527525826,2.1575132780424737,,2.7374232,0.26708418,1.719310367443744,True
1BiFS2O6-1,Bi1-F1-O6-S2,2.496423168068136,3.804722419858555,,4.9015274,0.26117733,2.051490220892849,True
2BrCaH-1,Br1-Ca1-H1,4.194451569662164,5.5311854491140044,,7.27325,0.26987284,2.234069810373046,True
1Br2Hf2S3-1,Br2-Hf2-S3,1.3784065961220147,2.338162606556412,,3.0001411,0.2736154,1.297109949851154,True
1ZrSe2-1,Se2-Zr1,0.33654977709111544,1.2023654809310316,1.69120135549301,1.45318,0.26869142,2.0295784506068713,True
1GeK2H6O6-1,Ge1-H6-K2-O6,4.23741760079378,5.958661668382421,,7.7458644,0.27822757,3.1405875987120324,True
1SnK2H6O6-1,H6-K2-O6-Sn1,4.058166360772304,5.746329727290842,,7.4638705,0.26897672,3.0457640002880284,True
2BrGaO-1,Br1-Ga1-O1,2.5145282051553473,3.600632706393195,,4.6896105,0.26211295,1.181185856071051,True
2HNaO-1,H1-Na1-O1,2.80219479300819,4.458174478957227,,5.708355,0.28514588,3.373063241110462,True
1GeNa2H6O6-1,Ge1-H6-Na2-O6,4.151594370692811,5.901295051257279,,7.666117,0.27253246,3.243872036907917,True
2HKO-1,H1-K1-O1,2.8670015007255554,4.500784143665869,,5.780509,0.27078763,3.2397786025630984,True
1OSW-1,O1-S1-W1,1.5025185854903196,2.2569736785857417,,2.9555917,0.264436,0.24484379127084785,True
1HfSe2-1,Hf1-Se2,0.42656152531348224,1.2194114526727233,1.7875725260027142,1.5010549,0.258977,1.636428810109403,True
2HPSeO5-1,H1-O5-P1-Se1,3.4627092608427925,5.224564938091029,,6.7211003,0.2657603,3.483855981435999,True
2ZrBr2-1,Br2-Zr1,0.591027974971079,1.1401510498029044,,1.4667498,0.2732191,0.7633310604735806,True
1ZrBr2-1,Br2-Zr1,0.8282377002964181,1.2763900993310338,1.7369705379957243,1.7005847,0.26914263,0.7903500187727303,True
1BrClHf-1,Br1-Cl1-Hf1,0.8323031957126256,1.3609333545677158,1.9263403681359859,1.7937682,0.2552282,0.5905597278270694,True
2FGaTe-1,F1-Ga1-Te1,2.0947848763049315,2.8272679077601817,,3.738731,0.26976612,0.6033574495769661,True
4BaClSbS2-1,Ba1-Cl1-S2-Sb1,2.0795739772359614,2.9668340414643346,,3.8909538,0.26123267,0.5674904016664052,True
1TiZr3S8-1,S8-Ti1-Zr3,0.9966615206633227,2.157184691309798,,2.6791308,0.27539325,2.582681587583615,True
4BaBiClS2-1,Ba1-Bi1-Cl1-S2,1.5401087578779302,2.600993623828929,,3.3123903,0.2776395,1.6104342188304839,True
1CBr2Sc2-1,Br2-C1-Sc2,0.6629659690758483,1.736451508083059,,2.1184695,0.2690024,2.543234163643236,True
1BrClTi-1,Br1-Cl1-Ti1,0.8297687415924109,1.2967061125103756,1.472509382204579,1.7106724,0.27076215,0.7324733421947647,True
2BrClHf-1,Br1-Cl1-Hf1,0.8176885815126105,1.412711495233081,,1.8243656,0.26470244,0.5836639339545839,True
2HInSO4-1,H1-In1-O4-S1,3.78164425391562,5.131645144129129,,6.721789,0.2758498,2.0656089773850024,True
2ZnAs2O4-1,As2-O4-Zn1,3.604868620916253,4.98745179942172,,6.5308566,0.26707435,2.1043256374532526,True
2MoHg2O4-1,Hg2-Mo1-O4,2.2784253741368343,3.406841086593979,,4.423609,0.2773102,1.4061405579453443,True
2SrI2O2H4-1,H4-I2-O2-Sr1,4.110724014752474,5.090552750892633,,6.786203,0.27605322,2.3489273323623387,True
4BaClSbSe2-1,Ba1-Cl1-Sb1-Se2,1.5839532578358306,2.3451339091009467,,3.0697722,0.2646682,0.20957237569129986,True
1BiFSe-1,Bi1-F1-Se1,1.2578832690108945,1.9813775400323808,,2.5709784,0.25473976,0.3842883705481026,True
4OSn-1,O1-Sn1,2.836070842324397,3.718731952407974,,4.935249,0.26039675,1.1268077647048906,True
2AsSbO3-1,As1-O3-Sb1,3.9740287717708873,5.103340051266794,,6.76106,0.26842132,2.008781830343868,True
1PdN2Zr3Br6-1,Br6-N2-Pd1-Zr3,1.621699288803693,3.115520768092681,,3.892581,0.2780564,3.5158454134689276,True
2CaI2O2H4-1,Ca1-H4-I2-O2,4.1914393729802715,5.179310079070534,,6.8924913,0.270941,2.4231941972965285,True
1BN-1,B1-N1,4.666851527655782,5.6754492898906905,7.116705582800181,7.584346,0.2789162,2.9171579776229577,True
4AlClS-1,Al1-Cl1-S1,4.6653677597500085,5.932379422356487,,7.8499703,0.2698377,2.5661912299955305,True
1ClIHf2Br4-1,Br4-Cl1-Hf2-I1,0.3868393029364807,1.1464483979901932,,1.4215544,0.2580062,1.5586887075736793,True
2AsHSb2O6-1,As1-H1-O6-Sb2,3.521549467926932,4.765162651187555,,6.26772,0.2648665,1.7660452813439815,True
2FInTe-1,F1-In1-Te1,1.8639145740603853,2.6468466032111078,,3.4880347,0.26323465,0.28505811989789354,True
2AsBiO3-1,As1-Bi1-O3,2.8347911837429356,4.092174437318143,,5.322776,0.26504713,1.7289559409429887,True
2IScTe-1,I1-Sc1-Te1,0.6322158933580662,1.751374137407335,,2.136175,0.27401534,2.777201257475855,True
2ZrS3-1,S3-Zr1,1.1818621131210456,2.202288934932432,,2.8033307,0.272641,1.7649134008857983,True
2BaHI-1,Ba1-H1-I1,3.2459388531231053,4.218619347645864,,5.594139,0.26007554,1.4360409848556468,True
2AsBiO4-1,As1-Bi1-O4,3.0700813514409258,4.599506980812205,,5.953478,0.2632741,2.703971002549178,True
